video_id,title,publishedAt,channelId,channelTitle,category,trending_date,tags,duration_seconds,view_count,likes,dislikes,comment_count,subscriber_count,engagement_rate,thumbnail_link,description,region_restriction
"isJz0X9E0oE","#368【秋!!】イノッチ祭りが始まった日","2024-11-06T10:03:41Z","UC2alHD2WkakOiTxCxF-uMAg","よにのちゃんねる","Entertainment","24.11.07","""[none]""","796","1401674","60157","0","2866","4620000","0.04496266606928573","https://i.ytimg.com/vi/isJz0X9E0oE/default.jpg","皆様、こんばんは♪
よにのちゃんねるです!!!!
今週も後、半分頑張っていきましょう🕺
イベント中でした！すぐ上げます！
という事で、今日の動画もお楽しみ下さい♪

#よにの #イノッチ #井ノ原 #V6とニノ","None"
"WLh5VhBG6Xg","シーズン23アプデ徹底検証！死んでも戦うニューキャッスル！バニホ回復復活！チャージランページ一生撃てるｗｗ | Apex Legends","2024-11-06T03:07:37Z","UCY_qQE1SSMciTm6qG4pgkfg","TIE Ru","Gaming","24.11.07","""TIE Ru|ゲーム実況|PCゲーム|Apex Legends|エーペックスレジェンズ|Apex Legend|チエル|あぺ|アペ|turtle beach""","1971","441531","10122","0","1136","848000","0.025497643427075337","https://i.ytimg.com/vi/WLh5VhBG6Xg/default.jpg","ご視聴ありがとうございます！ 高評価頂けると報われます。
0:44 ライフラインリワーク
5:28 サポートクラスの強化
8:55 ゲームシステムの改善
9:37 ケアパケ武器
13:10 ホップアップの調整
14:40 センチネル強化
16:54 Lスター強化
17:45 ロングボウ強化
18:27 p2020強化
19:17 ランページ強化
20:08 スピットファイア強化
20:58 ピースキーパーとトリプルテイクの強化
21:42 コンジット強化
23:28 クリプト弱体化
24:30 ジブラルタル鬼強化
26:57 ホライゾン強化
27:12 ミラージュ強化
27:40 ニューキャッスル鬼強化
31:09 レヴナント調整
32:01 ワットソン強化
🔥TIEとガレリアのコラボPCが発売🔥
【TIE コラボモデル特設ページはこちらから】
https://www.dospara.co.jp/gamepc/tieclan.html?srsltid=AfmBOooUmlU9j3KCenheaB3Tn_wnbsweM0Y3wUdPoZL7czx_pijmK1Gf

普段Twitchでライブ配信してます -   https://www.twitch.tv/tie_ru  
►►『Twitter』 -   https://x.com/Poulmt

►►お仕事/タイアップ案件のご連絡はこちら - ru@stear.co.jp

『今日のメンバー』
 
#apexlegends 
#tie_ru","None"
"aINVFMGF_XA","北朝鮮兵「かなりの数」死亡と米紙　ウクライナとの初交戦で","2024-11-06T03:34:03Z","UCkKVQ_GNjd8FbAuT6xDcWgg","テレ東BIZ","News & Politics","24.11.07","""[none]""","42","494929","3167","0","1518","2120000","0.009466004214745954","https://i.ytimg.com/vi/aINVFMGF_XA/default.jpg","多くの北朝鮮兵士が死亡したと伝えました。アメリカのニューヨーク・タイムズ紙は5日、ロシアに派遣された北朝鮮兵士とウクライナ軍が初めて交戦し、「かなりの数」の北朝鮮兵士が死亡したと報じました。匿名のアメリカ当局者の話としています。場所はウクライナ軍が越境攻撃をしているロシア西部のクルスク州で、日時は不明だということです。一方、ウクライナのゼレンスキー大統領は、5日のビデオ演説で、「北朝鮮兵士との戦闘は、世界の不安定化の新たなページを開く」と述べ、戦争の局面が変わるとの考えを示しました。

#北朝鮮　#ウクライナ　#ロシア　#ニューヨークタイムズ　#クルスク州　#ゼレンスキー大統領

WBS、モーサテ、ガイアの夜明け、カンブリア宮殿などが見放題！
「番組未公開」コンテンツも盛りだくさん。
日本最大級の経済動画配信サービス「テレ東BIZ」。

▼▼「テレ東BIZ」はこちら（無料でお試し）▼▼
https://txbiz.tv-tokyo.co.jp/lp/?utm_source=youtube&utm_medium=video","None"
"DQ5sNcR5j5A","Angel Edgar VS Demon Mortis - Animation","2024-11-06T09:15:40Z","UCooVYzDxdwTtGYAkcPmOgOw","Brawl Stars","Gaming","24.11.07","""brawl stars|brawler|edgar|mortis|angel|demon|brawl pass|new season|animation|kit|skins|battle|fight|epic|supercell""","69","7482407","296257","0","11758","20700000","0.04116522931725045","https://i.ytimg.com/vi/DQ5sNcR5j5A/default.jpg","The #AngelsVsDemons Season starts TOMORROW in Brawl Stars! Are you team Angel or Demon?

Download NOW!! ►► https://supr.cl/2K62CZG
Subscribe!! ►► https://supr.cl/subscribe

#brawlstars #animation","None"
"wZawu3yUbIA","ガチ勢のパーティーから追放されてしまったポケモンで復讐しよう！【ポケモンSV】【ゆっくり実況】","2024-11-06T12:30:53Z","UCu0HaR1uI4R8gbdHnd5GWAQ","ぽへチャンネル","Gaming","24.11.07","""ポケモン|ポケモン剣盾|ソードシールド|ぽへ|ぽへチャンネル|ゆっくり|ゆっくり実況|マッシブーン|霊夢|魔理沙|任天堂|ゲーム|ゲーム実況|ソード|シールド|ランクマ|人気|ダイマックス|DLC|ポリ2|ポリゴン2|レジェンズ|ポケモンSV|スカーレット|バイオレット|ポケモンホーム|藍の円盤|ZA|レジェンズZA|伝説|レギュH|いろは|今日ポケ|なろう""","914","232718","7179","0","827","652000","0.034402151960742186","https://i.ytimg.com/vi/wZawu3yUbIA/default.jpg","いろはさん視点→ https://youtu.be/KvP3xwDA3bY?si=iVF6ZBwcBWqlTm_9
いろはさんのチャンネル→@ir_poke 
今日ポケチャンネル→@KYOUPOKE 

■Twitter→https://twitter.com/pohe_poke

■サブチャンネル→https://www.youtube.com/channel/UCETtGOQeHRwD1QpxR-7Eveg/videos

■ED曲
「Ceiling Star」
chair/ちぇあさんのサイト…https://kuusouriron.com/

※この動画は【東方project】を基にした二次創作です。
東方Projectの二次創作ガイドライン
https://touhou-project.news/guideline/

■BGM、効果音提供サイト(一部抜粋)

・魔王魂…http://maoudamashii.jokersounds.com/
・ニコニ・コモンズ…http://commons.nicovideo.jp/
・MusMus…http://musmus.main.jp/
・甘茶の音楽工房…http://amachamusic.chagasi.com/
・フリー音楽素材 H/MIX GALLERY…http://www.hmix.net/


#ポケモン　#ポケモンSV　#ゆっくり実況","None"
"oxGHJSbOY3k","TXT(투모로우바이투게더) 'Over The Moon' (4K) | STUDIO CHOOM ORIGINAL","2024-11-06T13:00:11Z","UCEIi7zFR_wE23jFncVtd6-A","STUDIO CHOOM [스튜디오 춤]","Entertainment","24.11.07","""M2|엠투|스튜디오 춤|스춤|Studio choom|COVERS|커버스|DANCE THE X|댄스 더 엑스|댄스|DANCE|비 오리지널|BE ORIGINAL|커버|COVER|Artist Of The Month|AOTM|Drop the dance|드롭더댄스|Mix & Max|믹스앤맥스|믹앤맥""","178","611794","81274","0","3039","5390000","0.13781272781361045","https://i.ytimg.com/vi/oxGHJSbOY3k/default.jpg","[STUDIO CHOOM ORIGINAL] TOMORROW X TOGETHER 'Over The Moon'
[스튜디오 춤 오리지널] 투모로우바이투게더 '오버 더 문'

청량 박력 몽환 섹시 다 해주는🤍
(2:15) 투바투 오버 더 문 퍼포먼스🌕

[𝐖𝐞𝐯𝐞𝐫𝐬𝐞 𝐒𝐡𝐨𝐩 𝐆𝐋𝐎𝐁𝐀𝐋 𝐗 𝐒𝐓𝐔𝐃𝐈𝐎 𝐂𝐇𝐎𝐎𝐌]
「𝐒𝐓𝐔𝐃𝐈𝐎 𝐂𝐇𝐎𝐎𝐌 𝐆𝐢𝐟𝐭」𝐓𝐗𝐓 𝟕𝐭𝐡 𝐌𝐢𝐧𝐢 𝐀𝐥𝐛𝐮𝐦 '𝐓𝐡𝐞 𝐒𝐭𝐚𝐫 𝐂𝐡𝐚𝐩𝐭𝐞𝐫: 𝐒𝐀𝐍𝐂𝐓𝐔𝐀𝐑𝐘'
📍 Weverse Shop GLOBAL: https://go.weverse.io/qt3S/yk5iwuez

📅 예약 판매 기간: 11/5(화) 10PM - 11/10(일) 10PM (KST)
💗 기간 내 앨범 구매 시 「스튜디오 춤」 미공개 포토카드 증정
💗 추첨 통해 친필사인 앨범 증정

📆 予約受付期間 : 11月5日(火) 午後 10時 ~ 11月10日(日) 午後 10時
💗 期間内にアルバムをご購入した方々には「STUDIO CHOOM」限定未公開フォトカードをプレゼント
💗 抽選で直筆サイン入りアルバムをプレゼント

📆 PRE-ORDER: Nov. 5th 10PM - Nov. 10th 10PM (KST)
💗 Exclusive Photocards included 
💗 Raffle Event : Autographed Album Giveaway (5 winners)

※ 구매 및 배송 등 상품 관련 문의는 판매처로 부탁 드립니다.
※ 配送または一般的な性質についてお問い合わせが必要な場合は、販売者にお問い合わせください。
※ Contact Seller if you need any inquiries of delivery or a general nature.

#TXT #투모로우바이투게더 #SC_ORIGINAL

Stream various performance video on #STUDIOCHOOM!

👉SUBSCRIBE👈
YouTube: https://www.youtube.com/STUDIOCHOOM
Facebook:  https://www.facebook.com/StudioCHOOM
Instagram: https://www.instagram.com/studio_choom/
Naver TV: https://tv.naver.com/cjenm.STUDIOCHOOM","None"
"3ae_c0va3WY","姪っ子と初めてのお泊まりしたら楽しすぎたwww","2024-11-05T09:59:31Z","UCGNdbK42VzztfcAB2-k_0lQ","ひなた","People & Blogs","24.11.07","""hinata|ひなた|サンサンブラザーズ|兄弟|ティックトック|キャンプ|面白い|眠れない|楽しい|ワクワク|笹木|日向|笹木日向|お母さん|ひなちゃんねる|チャレンジ|バンジー|滝行|サーフィン|スノボー""","2368","732520","27010","0","1080","515000","0.03834707584775842","https://i.ytimg.com/vi/3ae_c0va3WY/default.jpg","今日も動画見てくれてありがと〜〜♡
すくすく育って私とっても嬉しい。

今日もぽこに会ってたんだけどもね、日にひに可愛さが増しててひなの愛も増し増しで育っちゃっててどうしよう。10年も経ったもんならば愛で大きく膨らんじゃってもう飛んでいってカールおじさんになっちゃうかも
【Twitter】
https://twitter.com/imomuhi_HINATA
【TikTok】
https://www.tiktok.com/@imomuhinata?source=h5_t
【Instagram】
https://www.instagram.com/imomuhi_nata/?hl=ja
【お仕事相談口】
info.imomuhinata@gmail.com
【愛用カバン：dotberry】
https://www.instagram.com/dotberry.bag/","None"
"97AN33Emx0w","とうあと秋旅行で高級ホテルに泊まって愛深めました。❤️","2024-11-06T09:00:13Z","UCJFWdjpYDIPe8Pdhmusnlgg","中町綾チャンネル","Entertainment","24.11.07","""あや|サブリナ|あやサブ|中町あや|中町綾|井上ありさ|メイク|可愛い|JK|JC|女子高生|インスタグラム|インスタ|TikTok|キレイ|ファッション|女子|女子力|中町兄妹""","3218","516981","9425","0","414","1550000","0.019031647197866073","https://i.ytimg.com/vi/97AN33Emx0w/default.jpg","やっほ〜！あやで〜す！！

💚スキンケアブランド『ASUNE』
https://asune.jp/
・公式Instagram
https://www.instagram.com/asune_official/
・公式LINE
https://lin.ee/4fltcYI

💛I♡ACAI (アイラブアサイー) 原宿店
https://www.instagram.com/iloveacai.harajuku
2024.08.07(WED) OPEN🫶✨
📍東京都渋谷区神宮前3丁目21−21 とびたビル1F奥
⏰11:00〜17:00 (年中無休)

💙アパレルブランド『JUST A NOON』
https://zozo.jp/brand/justanoon/
・公式Instagram
https://instagram.com/justanoon_official
・公式LINE
https://line.me/R/ti/p/%40117ymmjr

中町兄妹⇨ https://www.youtube.com/@NakamachiKyodai

チャンネル登録宜しくね！

中町綾
Instagram : https://www.instagram.com/ayanakamachi/
Twitter : https://twitter.com/aya110n_n
Tiktok :  https://www.tiktok.com/@ayanakamachi

中町綾初書籍！
『私の人生ノリで草。』
＜購入ページ＞
■Amazon（通常版）
https://amzn.to/3yUQhk7
■楽天市場
http://books.rakuten.co.jp/rb/16762134/
■未来屋書店（スペシャル動画QRコードつきオリジナルしおり）
https://www.miraiyashoten.co.jp/news/ayanakamachi/

お仕事の依頼はこちら⇨info.ayanakamachi@gmail.com","None"
"AIrqu1v6yYo","家族でまったりお買い物🛒´-","2024-11-06T10:00:08Z","UC1_M6ZHhcyS_YTYw7S8RECQ","あさひ。","Music","24.11.07","""さんさんブラザーズ|さんブラ|きょうだい|兄弟|姉妹|ひなた|あさひ|イケメン|癒し|クレイジー|ブイログ|ささきひなた|ささきあさひ|変態|大阪|関西弁|アウトドア|キャンプ|くれまぐ|クレイジーマグネット|あさうら|うらあさ|新婚|幸せ|ほのぼの|赤ちゃん|愛犬|新生児|夜泣き|BGM|出産|crazy magnet|結婚|UraN|エア|浅見|浅見めい|エアメイ|けっこん|うらん|可愛い|かわいい|かっこいい|落ち着く|エロ|ハッピー|コムドット|スカイピース|ばんばんざい|フィシァーズ|ヒカキン|夜の人笑い|子供|思い出|男女|事件|緊急|推し|天使|ドッキリ|愛してる""","885","204729","5713","0","135","122000","0.02856459026322602","https://i.ytimg.com/vi/AIrqu1v6yYo/default.jpg","ちゃんと最新の素材だからね😂
まったり楽しんでください！👍👍👍
＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ 

■あさひインスタ 
https://www.instagram.com/asahi1114da/ 

■あさひツイッター 
https://twitter.com/asahi1114da 

 
＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ 

↓ファンレター・贈り物はこっちにオネガイ♡↓ 

■〒106-6131 東京都港区六本木6-10-1 六本木ヒルズ森タワー31F GROVE株式会社あさひ宛 

　　　　  
　　　　　 _._ノ⌒ヽ_._ノ⌒ヽ_._.　ﾍ　ﾍ
　　　 ((　(.(.(.(.人´(.(.(.人´(.(.(..(´･ω･)　ｻﾝｻｰﾝ 
　　⌒⌒⌒⌒⌒⌒⌒⌒⌒⌒⌒⌒⌒⌒⌒⌒","None"
"h6eqdxdEf4Q","ついに...きまぐれクックの畑を作りました。","2024-11-06T09:59:15Z","UCEAvwlv0ZtJrSsgaA2CewOw","きまぐれクックのサボり場","Howto & Style","24.11.07","""捌き方|料理|釣り|きまぐれクック|音フェチ|ASMR""","1559","203584","3614","0","202","1490000","0.01874410562716127","https://i.ytimg.com/vi/h6eqdxdEf4Q/default.jpg","わさびの購入はこちら
https://bit.ly/3UF45f0

☆僕のお店かねこ道具店
⇒https://kaneko-douguten.com/
公式LINEから再入荷や新商品情報も発信予定なので友達登録お願いします。
https://lin.ee/kBBBwWs

■ファンレター・プレゼントの宛先はこちら

〒150-0001
東京都渋谷区神宮前6-12-20 J6 Frontビル 6F
「株式会社carry on きまぐれクック」宛
※冷蔵・冷凍が必要な、なま物の受付はできません。

■お仕事のご依頼等
https://carry0n.co.jp/contact/corporation/

☆メインチャンネル➡https://www.youtube.com/user/toruteli

☆Twitter➡https://twitter.com/Kneko__

☆インスタ➡https://www.instagram.com/kimagure.cook/?hl=ja","None"
