video_id,title,publishedAt,channelId,channelTitle,category,trending_date,tags,duration_seconds,view_count,likes,dislikes,comment_count,subscriber_count,engagement_rate,thumbnail_link,description,region_restriction
"gPmsLsNVJ_Y","皆さんに大事な報告があります","2024-11-10T10:00:41Z","UCrxOjbi4xKHTnkoqKzPvL0Q","ぎし家だけです","Gaming","24.11.11","""ぎし|ばんばんざい|みゆ|るな|しまけん|banbanzai|万々歳|バンバンザイ|ギシ|gisi|ギシャー|ぎしゃー|GISHER|ぎしだけです|中野|なかの""","929","936556","17776","0","2036","352000","0.0211541007692012","https://i.ytimg.com/vi/gPmsLsNVJ_Y/default.jpg","皆さんお騒がせして本当にすいません
実は僕パパになります！

世界一愛してる人との子供が
楽しみで仕方ありません

隠すつもりはなかったのですが
妻にとって、僕にとって
大事な決断であり、人生の分岐点でもあることなので慎重に進めていました。

情緒も不安定になる中
皆さんの温かいコメント以外の批判的な言葉でストレスを抱えてほしくないというのを第一に考えてました。

本当に細かいことまで言われたりするのが心配で今も仕方ありません。
何々は食べない方がいいだの
どこどこには行かない方がいいだの
それを夫婦の中で決めたルールにまで踏み込んでくる人も多いと思いますが
僕はとにかくみーちゃんをサポートして
誰も何も言えないくらいお金を稼いで
幸せな家庭を築いていこうと思います。

急な僕の変化でついていけないファンの方も少しはいると思いますが
変わらず推してくれるとありがたいです。

とにかく本当に今幸せで
健康に子供が生まれてくることを祈っています。

パパとママで良かったと
いつか子供に言われますように。

ぎし

ぎしの屁こきば  https://www.youtube.com/channel/UCvsD0rUrSCTHaPDeG2EWehw

【Twitter】https://twitter.com/gishi_rr
【Instagram】https://www.instagram.com/gisher.y/
【TikTok】https://www.tiktok.com/@gishi_rr

《ファンレター・プレゼントの宛先はこちら》
〒150-0013
東京都渋谷区恵比寿4丁目20-3
恵比寿ガーデンプレイスタワー18階
株式会社 LuaaZ  ぎし 宛
※冷蔵・冷凍が必要な、なま物は受け取りできません。
※ぎしのことが好きな女性ならギリ可。

#ぎし ＃ばんばんざい","None"
"_Ge3lfwLXUs","【ショートハイライト｜ブライトン v マンチェスター・C】プレミアリーグ 24/25 第11節","2024-11-09T22:28:01Z","UCMjvvElkdLRTgcTKklAUkSw","U-NEXT フットボール","Sports","24.11.11","""プレミアリーグ|ハイライト|premier league|ブライトン|マンチェスター・シティ|マンチェスター・C|Manchester City|Brighton|Brighton & Hove Albion|三笘薫|Kaoru Mitoma""","205","1040803","8635","0","1156","191000","0.009407159664220798","https://i.ytimg.com/vi/_Ge3lfwLXUs/default.jpg","実況：桑原 学
解説：戸田 和幸
---------
U-NEXTにてサッカーに特化した
📣『サッカーパック』販売中🎉

⚽️2つのリーグ戦を全試合配信
🟪プレミアリーグ【独占】
🟧ラ・リーガ 1部 

🏆カップ戦も【独占】配信
🟥FAカップ
🟦コパ・デル・レイ
🟥FAコミュニティ・シールド
🟨スーペルコパ・デ・エスパーニャ

📺その他、ハイライト番組や過去映像なども充実📺

★「サッカーパック」概要
月額2,600円で上記の豊富なコンテンツを
お楽しみいただけるサッカーに特化したプランです。

下記ページより加入いただくと、初月1,400円で
「サッカーパック」＋「月額プラン(無料トライアル)」
お得にお楽しみいただくことができます✨
↓
詳細はこちら👉 https://www.video.unext.jp/lp/football_pack?cid=D33377&rid=SR00671&adid=XXX&utm_source=youtube&utm_medium=social&utm_campaign=youtube_title_football&utm_content=SR0067","None"
"h8LweGQix-M","【3回戦全ネタ】エバース/怪奇！YesどんぐりRPG/東京ホテイソン","2024-11-10T10:00:42Z","UCCTMMUDmBo6PXc7GmVHPrkw","M-1グランプリ","Entertainment","24.11.11","""M-1|M-1グランプリ|エバース|怪奇！YesどんぐりRPG|東京ホテイソン|公式|東京|3回戦|予選|ネタ動画|漫才|3回戦全ネタ|KANDA SQUARE HALL""","601","302065","6239","0","1041","647000","0.0241007730124311","https://i.ytimg.com/vi/h8LweGQix-M/default.jpg","3回戦全ネタ　M-1グランプリ2024
11/7(木)① [東京] KANDA SQUARE HALL

1組目：エバース
2組目：怪奇！YesどんぐりRPG
3組目：東京ホテイソン

◆他の3回戦全ネタはこちら
https://www.youtube.com/playlist?list=PL_h46lFr5PBhvPhZXzvAnPcEUsQf7PVNq

◆直撃！インタビューはこちら
https://www.youtube.com/playlist?list=PL_h46lFr5PBg1Du1NzN_ljvVFdM2mwklS

◆1回戦TOP3はこちら
https://www.youtube.com/playlist?list=PL_h46lFr5PBgYcJzSB99MC_OVvUyY9yFv

◆M-1グランプリ公式サイトはこちら
https://www.m-1gp.com/

※著作権などの関係上、ネタを一部カットしている場合があります","None"
"5XqYv0CaXWo","【ポケポケ】100万円分課金アイテムのポケゴールド購入で悲劇が。。。ヒカキンのポケポケDay2【スマホ版ポケカ】","2024-11-10T03:15:06Z","UCX1xppLvuj03ubLio8jslyA","HikakinGames","Gaming","24.11.11","""hikakingames|hikakin|beatbox|game|gameplay|ヒカキン|ヒカキンゲーム|ヒカキンゲームズ|ひかきん|ひかきんげーむず|ビートボックス|ボイパ|ゲーム|ゲーム実況|実況プレイ|実況|youtube|youtuber|ユーチューバー|ゆーちゅーぶ|ユーチューブ|スマホ|スマホゲー|PCゲー|PC|ポケポケ|ポケカ|カード|ポケモンカード|パック|開封|レア|デッキ|最強|ランキング|リセマラ|ミュウツー|カイリュー|ピカチュウ|カイリキー|スターミー|おすすめ|コツ|王冠|フリーザー|マタドガス|リザードン|エフェクト|ミュウ|攻略|あたり|当たり|大当たり|激レア|はじめしゃちょー|ポケゴールド|上限|１日""","2618","872801","11652","0","700","6210000","0.01415213777252776","https://i.ytimg.com/vi/5XqYv0CaXWo/default.jpg","▼ヒカキンのポケポケデビュー動画
https://youtu.be/z2tFnb37GcY
▼ポケポケダウンロード
https://www.pokemontcgpocket.com/ja/

◆チャンネル登録はこちら↓
http://www.youtube.com/user/hikakintv?sub_confirmation=1

◆X
https://twitter.com/hikakin

◆インスタグラム
https://instagram.com/hikakin/

◆TikTok
https://vt.tiktok.com/BTWxUN/

◆スレッズ
https://www.threads.net/@hikakin?hl=ja

◆HikakinTV
http://www.youtube.com/hikakintv

◆ビートボックス動画のHIKAKINチャンネル
http://www.youtube.com/HIKAKIN

◆ラフな動画のHikakinBlog
http://www.youtube.com/hikakinblog


◆ヒカキンLINEスタンプはこちら
https://store.line.me/stickershop/product/1022677/ja


◆ヒカキンLINE公式アカウント
●友達登録はこちら↓
http://line.naver.jp/ti/p/%40hikakin

#ポケポケ
#ポケモン
#ポケカ
#デッキ
#パック開封 
#神引き 
#レアカード","None"
"jS4jUQeMLvg","劣等上等 / 歌ってみた【榊ネス/北見遊征】","2024-11-10T10:00:06Z","UCyXBNgCulibV9pRm3ZKpmoQ","榊ネス / Sakaki Ness【にじさんじ】","Music","24.11.11","""劣等上等|歌ってみた|にじさんじ|榊ネス|北見遊征""","236","281158","39712","0","1492","202000","0.14655104958777626","https://i.ytimg.com/vi/jS4jUQeMLvg/default.jpg","▼Original：Giga様『劣等上等』
https://www.youtube.com/watch?v=oEkGC2HV7rc

▼Mix：さんかくずわり 様
https://twitter.com/Sankaku_Mix

▼Inst：イチョウ 様〈studio Lit.〉
https://twitter.com/ityo15896

▼illustration：U-pa 様
https://twitter.com/yu_pa_U

▼Movie：POhL 様
https://twitter.com/BlurPohl

▼Vocal
榊ネス
https://twitter.com/Ness_Sakaki
北見遊征
https://twitter.com/Kitami_Coolguy

【歌ってみた再生リスト】
https://youtube.com/playlist?list=PLE8B3Zkgr_v9UMpoDXbX094QjrnFPuvq8&si=wYIZabm68no06re5

※未成年者の視聴者の方々は、下記リンク先の注意事項もご覧ください。
https://www.anycolor.co.jp/notice-for-minors

#にじさんじ  #榊ネス  ＃北見遊征  #歌ってみた","None"
"upM_XM2QdKk","十王 星南 PROMOTION VIDEO『Choo Choo Choo』【アイドルマスター】","2024-11-10T13:00:06Z","UCe3uJZIjfYwNNR0S6W3GvEA","アイドルマスターチャンネル","Gaming","24.11.11","""アイドルマスター|アイマス|バンダイナムコ|IDOLM@STER|idolmaster|imas|idolm@ster|im@s|学園アイドルマスター|学マス|がくます|初星学園|はつぼしがくえん|十王星南|じゅうおうせな|星南|陽高真白""","84","213816","12452","0","621","401000","0.061141355183896434","https://i.ytimg.com/vi/upM_XM2QdKk/default.jpg","初星学園の一番星（プリマステラ）
十王 星南 PROMOTION VIDEO『Choo Choo Choo』

▼十王 星南オフィシャルサイト
https://juo-sena.idolmaster-official.jp/




▼学マス 好評配信中！▼
http://app.adjust.com/1ai6ouao

▼学マス関連リンク▼
・公式サイト
https://gakuen.idolmaster-official.jp/
・公式X（旧:Twitter）
https://x.com/gkmas_official

#学園アイドルマスター  #学マス　#十王星南

◆アイドルマスターチャンネルとは？
「YouTubeでプロデュースがもっと楽しくなる！
すべての「アイドルマスター」プロデューサーさんたちの集う場所。」を掲げ、
プロデューサーさんたちのプロデュース活動を推進できるようなコンテンツをお届けしていきます！

= = = = = = = = = = =
【アイドルマスターチャンネル公式SNS】
https://x.com/imas_ch
【アイドルマスター公式SNS】
https://x.com/imas_official
【シリーズポータルサイトはこちら】
https://idolmaster-official.jp/
【アイドルマスター関連グッズ情報はこちらから！- アソビストア】
https://asobistore.jp/content/title/Idolmaster/index.html?_ga=2.105249925.789267441.1715745345-1479269034.1691397623&_gl=1*rinms9*_ga*MTQ3OTI2OTAzNC4xNjkxMzk3NjIz*_ga_496M962MBZ*MTcxNTc1NDgyNy41NzguMS4xNzE1NzU0ODcwLjAuMC4w
= = = = = = = = = = =
#アイマスch","None"
"OMGIETIRtY4","Breaking Down14 大運動会 前編","2024-11-10T10:00:20Z","UCJZVj2iBrdvbNc416i0V-UA","朝倉未来 Mikuru Asakura","Entertainment","24.11.11","""[none]""","2753","632164","8040","0","1553","3410000","0.01517485968830873","https://i.ytimg.com/vi/OMGIETIRtY4/default.jpg","▼【最大15%OFF】BD14の会場チケット（選手着用のビブスが当たる抽選券付き）はこちら
https://bit.ly/40DOIHE

▼【500円OFF】BD14のお得な前売りPPVチケットはこちら
https://bit.ly/4fvMEGx

▼映画「BLUE FIGHT」PPV前売り券購入はこちらから
https://yoake-f.jp/bluefight

〇BreakingDown大運動会SPECIAL PARTNER VITAS様
▼大人気マルチビタミン・VITAPOWERが期間限定20%OFF
Amazonクーポンコード「BD14VP20」
キャンペーン期間：動画投稿日～2024/11/24（日）23:59:59まで
Amazon購入リンク↓
https://amzn.to/3YwgDYE

〇BreakingDown大運動会 SPECIAL PARTNER SILK THE RICH様
▼ SILK THE RICHのシャンプー購入はこちらから
https://silktherich.com/lp?u=breakingdown13

〇BreakingDown大運動会 PARTNER SNAPBEATZ様
▼サービスはこちらから
https://www.snapbeatz.co.kr/

◆提供
〇業餃業様
▼ご購入はこちらから
業餃業公式サイト
https://gyogyogyo.shop

業餃業ECストア
https://gyogyogyo.store

12月初旬より待望のデリバリーも開始！順次対応エリア拡大予定！

〇割烹こめお様
▼おせちの予約はこちらから
https://comewo.jp/shopping/lp.php?p=1","None"
"QckRUYkTgsU","『常勝軍団計画に""佐々木朗希""は必要なかったの⁉︎』ロッテが佐々木朗希のメジャー挑戦を容認‼︎佐々木朗希/チーム内影響/球団に対する目線の3つに分けて里崎が語る‼︎","2024-11-09T11:54:48Z","UCFCtAX45lgHcf4s0vAgAxww","Satozaki Channel","Entertainment","24.11.11","""プロ野球|野球選手|野球|広島|阪神|横浜DeNA|読売ジャイアンツ|中日|巨人|ソフトバンク|西武|楽天|清原|里崎智也|ピッチャー""","1131","1202392","17066","0","4283","802000","0.017755440821296216","https://i.ytimg.com/vi/QckRUYkTgsU/default.jpg","＜里崎チャンネルおすすめ動画＞
▼一軍と二軍の違いについて
https://youtu.be/xmaIfDcZ26A

▼袴田彩会が『もう辞めます』と言ったら、里崎がまさかの行動にww【ドッキリ】
https://youtu.be/tBrdxDClznE

▼始球式練習！里崎の熱血指導で袴田が開花した！！
https://youtu.be/jQyt5cfS6xI

＜里崎チャンネルコラボ＞
▼【板野友美コラボ】正解がない。AKB時代の苦悩や考え方を聞いてみた！
https://youtu.be/Yb2JhFpulYA

▼【CLAYコラボ】『400連でアニバーサリー選手を誰が多く引けるか対決』
https://youtu.be/bWhBeCOLjvg

▼【那須大亮コラボ】サッカー界のJ1,J2の待遇の差
https://youtu.be/Qp_TXjSD89I


■里崎智也 プロフィール
プロ野球生活1999〜2014年16年間ありがとうございました。
引退を機に2019年3月〜YouTubeを始めることにしました。 
今後の活動を始め幅広く配信していきたいと思います。 
2006WBC優勝！ベストナイン！ 2005.2010ロッテ日本一！
ベストナイン・ゴールデングラブ・最優秀バッテリー賞共に2度受賞！北京五輪出場

■袴田彩会 プロフィール
元東北放送アナウンサー
楽天イーグルス初のリーグ優勝・日本一の際にビールかけリポートを経験。
その後、ベンチリポーターやヒーローインタビューを担当。ヒーローインタビュー担当日は全試合楽天が勝利したため「勝利の女神」と呼ばれていた。
現在は東京を拠点に活動している。


【里崎智也のセカンドチャンネル】
https://www.youtube.com/channel/UCu14_kv1oKLIQMbpYqFJsew?view_as=subscriber

【高木豊さんのチャンネル】
https://www.youtube.com/channel/UCgr5CkgytiVfdnk4C0M42nQ

【片岡篤史さんのチャンネル】
→https://www.youtube.com/channel/UCSFE1o0ihc5mfODf2FybeuA

【岩本勉さんのチャンネル】
→https://www.youtube.com/channel/UC7CeOxGzcmmxbf_Oacxf7sg/

【森藤恵美さんのチャンネル】
→https://www.youtube.com/channel/UC1Db9qogCZ3wMSPDbxgacag/

【Twitter】
里崎智也(@satozakitomoya)
➡︎https://twitter.com/satozakitomoya

袴田彩会(@AyaeH1210)
➡︎http://ur0.work/gYv1

先生SNS 
➡︎https://twitter.com/teachersato44
👇取材していただきました👇
【前半】
https://nikkan-spa.jp/1980683
【後半】
https://nikkan-spa.jp/1980684


【TikTok】
https://vt.tiktok.com/FRdomx/

仕事の連絡コラボ依頼・その他のお問い合わせはこちらにお願いします‼︎
→info@playfulinc.co.jp



#野球
#プロ野球","None"
"UxRcPxQgfu8","【ゆっくり実況】僕らは1996年のマリオをまだ知らないじゃないか【スーパーマリオ64/マリオカート64】","2024-11-10T08:00:30Z","UCtTzAeUzuCKihDS1BECX9QA","酒桜","Gaming","24.11.11","""ゆっくり実況|ゆっくり実況プレイ|酒桜|霊夢|魔理沙|パルスィ|マリオカート|スイッチ|マリカー|レース|ゆっくり茶番|マリオ64|スーパーマリオ64|マリオカート64|レトロ|ニンテンドー64""","919","239532","8397","0","571","823000","0.03743967403102717","https://i.ytimg.com/vi/UxRcPxQgfu8/default.jpg","スーパーマリオ64のワンワンなんか好き。

【ガイドラインや利用規約に関する表記】

この動画は東方projectの二次創作です。
東方projectの二次創作に関するガイドラインは下記URLをご参照下さい。
https://touhou-project.news/guideline/

【お世話になっている素材提供サイト様のご紹介】

魔王魂
https://maou.audio/

効果音ラボ
https://soundeffect-lab.info/

効果音辞典
https://sounddictionary.info/

DOVA-SYNDROME
https://dova-s.jp/","None"
"f7vPMO3NxLY","【初配信】　ニコたんが来たァ! #hololiveDEV_IS #FLOWGLOW","2024-11-09T12:02:18Z","UCuI_opAVX6qbxZY-a-AxFuQ","Niko Ch. 虎金妃笑虎 - FLOW GLOW","Entertainment","24.11.11","""[none]""","1861","1447309","72463","0","2403","200000","0.051727723658182186","https://i.ytimg.com/vi/f7vPMO3NxLY/default.jpg","笑えない時は、ニコたんの名を呼ぶがいいさ！

￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣

#ニコたん初配信　＃FLOWGLOWデビュー

￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣
＜DEBUT STREAM＞2024.11.09(SAT)
◆響咲 リオナ / Isaki Riona
　デビュー配信： 2024.11.09(SAT)20:00~
　https://youtube.com/live/ZXktjvFF2xw

◆虎金妃笑虎 / Koganei Niko
　デビュー配信：2024.11.09(SAT)20:30~
　https://youtube.com/live/f7vPMO3NxLY

◆ 水宮枢/ Mizumiya Su
　デビュー配信：2024.11.09(SAT)21:00~
　https://youtube.com/live/wWFk5Oms1wg

◆輪堂千速 / Rindo Chihaya
　デビュー配信：2024.11.09(SAT)21:30~
　https://youtube.com/live/esR2XM9FuTw

◆綺々羅々ヴィヴィ / Kikirara Vivi
　デビュー配信：2024.11.09(SAT)22:00~
　https://youtube.com/live/bcN-jWSKxwM

◆FLOW GLOW　デビューユニット配信
　配信時間：2024.11.10(SUN)21:00~


￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣
デビュー曲MV『FG ROADSTER』
2024.11.08 19時公開！
https://youtu.be/6h1mezywMCw

＜Streaming & Download＞
2024.11.09 0時よりデジタルリリース開始！

￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣
ママ　鉄一さん
X @mada_tetsukazu


パパ　Feluccaさん
X @FELUCCACHAN


ロゴ・配信画面(雑談・歌枠)　
花杜ゆのきさん
X @hanamori_design


チャットCSS　通行止め！！さん
X @tsuko111d0me


トランジション　84yenさん
X @84MadokaMary


OPアニメーション　もものふさん
X @vtubamomonofu


OPソング・BGM　おだまよさん
X @odamayonaise


EDイラスト　ミョワさん
X @_MYOWA


ED live2D　すいみさん
X @suisui_suimi

￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣
◆FLOW GLOW グッズ情報
https://shop.hololivepro.com/products/flowglow_debut

￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣
◆FLOW GLOW OFFICIAL
WEB：https://hololive.hololivepro.com/special/13902/
Youtube：https://www.youtube.com/@DEV_IS_FLOWGLOW

◆ホロライブプロダクションOFFICIAL
HP：https://hololivepro.com/
X：https://x.com/hololivetv

￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣
ホロライブプロダクションから未成年の視聴者へのお願い：
コンテンツをご覧になる前に必ず下記リンクをご確認ください。
https://hololivepro.com/request-to-minors/https://www.youtube.com/live/bcN-jWSKxwM","None"
