video_id,title,publishedAt,channelId,channelTitle,category,trending_date,tags,duration_seconds,view_count,likes,dislikes,comment_count,subscriber_count,engagement_rate,thumbnail_link,description,region_restriction
"eFBvxAU_H-I","スカイピーステオくん活動休止のお知らせ","2024-11-04T11:00:43Z","UC8_wmm5DX9mb4jrLiw8ZYzw","スカイピース","Entertainment","24.11.05","""スカイピース""","262","865732","21198","0","4968","4480000","0.03022413402762056","https://i.ytimg.com/vi/eFBvxAU_H-I/default.jpg","","None"
"nTD1v5t2sJc","【#にじ遊戯王祭2024】にじさんじ遊戯王マスターデュエル祭 2024 Day3：敗者復活トーナメント＆決勝トーナメント","2024-11-04T14:08:53Z","UCX7YkU9nEeaoZbkVLVajcMg","にじさんじ","Gaming","24.11.05","""バーチャルライバー|UCX7YkU9nEeaoZbkVLVajcMg|にじさんじ|バーチャルYouTuber|VTuber|YouTuber|ユーチューバー|バーチャルユーチューバー|ライバー|アニメ|anime|nijisanji|ゲーム配信|遊戯王マスターデュエル|遊戯王""","34503","1578124","15743","0","86","1600000","0.010030263781553287","https://i.ytimg.com/vi/nTD1v5t2sJc/default.jpg","【提供】遊戯王マスターデュエル
https://www.konami.com/yugioh/masterduel/jp/ja/

#にじ遊戯王祭2024 #遊戯王マスターデュエル
---------------------------------------------------------------------------------------
「にじさんじ遊戯王マスターデュエル祭 2024」
Day1:11月2日(土) 13：00〜　グループリーグ　
Day2:11月3日(日) 13：00～　Idios東西戦
Day3:11月4日(月) 13：00～　敗者復活トーナメント&決勝トーナメント　

【参加ライバー（50音順）】
イブラヒム： @Ibrahim 
オリバー・エバンス： @OliverEvans 
加賀美ハヤト： @KagamiHayato  
葛葉： @Kuzuha 
長尾景： @NagaoKei 
花畑チャイカ： @HanabatakeChaika  
春崎エアル：@HarusakiAir 
壱百満天原サロメ：@HyakumantenbaraSalome 
フミ： @Fumi 
星川サラ： @HoshikawaSara 
星導ショウ： @HoshirubeSho 
本間ひまわり： @HonmaHimawari 
魔使マオ： @MatsukaiMao 
社築： @YashiroKizuku 
山神カルタ： @YamagamiKaruta 
雪城眞尋 ：@YukishiroMahiro 

©︎スタジオ・ダイス／集英社・テレビ東京・KONAMI
©︎Konami Digital Entertainment
---------------------------------------------------------------------------------------

＋＋＋
※未成年者の視聴者の方々は、下記リンク先の注意事項もご覧ください。
https://www.anycolor.co.jp/notice-for-minors
＋＋＋

にじさんじの最新情報のチェックはこちらから！
▼にじさんじ公式X
https://twitter.com/nijisanji_app

「にじさんじ」が気になったらこちらから！
■にじさんじ公式Web
https://www.nijisanji.jp/","None"
"eXfWlCjvlyk","【横浜らしさ全開】26年ぶり日本一のビールかけ！「前回とは比にならないぐらいヤバイ」歓喜の様子をご覧ください！！","2024-11-03T23:02:52Z","UChJI9KrjSgPzv_kfX6yuqhA","横浜DeNAベイスターズ公式チャンネル","Sports","24.11.05","""プロ野球|横浜|DeNA|ベイスターズ|横浜スタジアム|BAYSTARS""","802","826087","18927","0","1350","376000","0.0245458408133768","https://i.ytimg.com/vi/eXfWlCjvlyk/default.jpg","横浜DeNAベイスターズ「SMBC日本シリーズ2024」優勝！
大興奮のビールかけの様子を臨場感たっぷりの映像でお届けします！

#ベイスターズ
#横浜進化
#26年ぶり日本一
#SMBC日本シリーズ","None"
"bHkt2EMDog4","【ご報告】実はガチヤマにパートナーがいました。","2024-11-04T10:34:00Z","UCf2cN9o0ndPwqA3wZLFj_NQ","ESPOIR TRIBE-エスポワール•トライブ-","Entertainment","24.11.05","""桐崎栄二|きりざきえいじ|宇陀|エスポワール|けーすけ|島袋|youtuber|UUUM|エスポワールTRIBE|桐崎親父|はんくん|ドッキリ|対決|耐久|検証|大食い|やってみた|爆笑|お笑い|面白|石川県|ひろと|東京|日常|埼玉県|大阪府|兵庫県|ガチヤマ|エスポ|ESPOIR|ESPOIRTRIBE|新世代|グループ|歌ってみた|企画|コムドット|10000キロ|ドライブ|運転|バイク|フィッシャーズ|スカイピース|心霊|休日|密着|野球|部活|コラボ|釣り|寿司|焼肉|協力|けーさんとたろー|スクワッド|家族|結婚|新婚|ばんばんざい|るな|みゆ|ぎし|やまと|シルクロード|ンダホ|マサイ|ダーマ|モトキ|ザカオ|無人島|サバイバル|野宿|学校|海外|ゆうた|あむぎり|ひゅうが|ゆうま|クイズ|子供|コンビニ|旅行|鬼ごっこ|かくれんぼ|破産|男気|じゃんけん|過酷|一致|24時間|ガチヤマ彼女|ガチヤマ犬|エスポ犬|はんくん犬|エスポ犬購入""","1557","464313","10012","0","681","1480000","0.023029723483942943","https://i.ytimg.com/vi/bHkt2EMDog4/default.jpg","ガチヤマの個人ch→https://www.youtube.com/@UCDJKiSdz1BRt3zdMfpFUUoA 
けーすけの個人ch→https://www.youtube.com/@UCXEUpKg1fpkKVGr3illIbYw 
島袋の個人ch→https://www.youtube.com/@ESP.Shimavukuro
はんくんの個人ch→https://www.youtube.com/@UCqzr9y3mjObEr7frKSVLHAA 
ひろとの個人ch→https://www.youtube.com/@ひろと家-309号室

あのガチヤマが遂にパートナーを紹介!?
最後まで面白い動画なので最後まで観てコメント,高評価お待ちしてます!

100万人突破記念グッズ！！オンライン販売はこちら
https://muuu.com/collections/110321

さぶちゃんねる(エスポワール休憩所）
↓↓↓
https://www.youtube.com/channel/UC8DEmCFZcUEAb8gc0Hng79w

【僕たちのヘアケアブランドEXGEE(エグジー）販売中！！！】
■ EXGEE公式Instagram ： https://www.instagram.com/exgee_official/
■ EXGEE公式オンラインストア：https://exgee.jp/
■ ヘアサロン「AKROS」公式サイト：https://akros-no1.com/

エンディング曲【ESPOIR TRIBE SPECIAL DUB/CHEHON&NATURAL WEAPON】
↓↓↓
https://www.youtube.com/watch?v=vqNtLYtU_8s

チャンネル登録、高評価宜しくお願いします！！

【Twitter】
けーすけ　http://twitter.com/@KEESUKE_ESPOIR
島袋            http://twitter.com/@Agovukuro
はんくん    http://twitter.com/@hankunESP
ひろと　　http://twitter.com/@Hiroto_espoir
ガチヤマ　http://twitter.com/@GATIYAMA_ESP

【instagram】
けーすけ  http://instagram.com/keisuke.espoir_tribe
島袋　　   http://instagram.com/agovukuro
はんくん   http://instagram.com/esp_hankun
ひろと       http://instagram.com/esp.hiro
ガチヤマ   http://instagram.com/esp.gatiyama

《プレゼント、ファンレター等の送り先はこちら！！》
〒107-6228
東京都港区赤坂9丁目7番1号ミッドタウンタワー28F
UUUM株式会社 エスポワールTRIBE 宛


お仕事のご依頼はこちら↓↓
https://www.uuum.co.jp/inquiry_promotion

【ESPロンT 発売中！！！】
サイズS.M.L.XL 各4000円(税込)
MUUUにてエスポワールロンT発売！！

https://muuu.com/videos/48ad8257c3c8cd8f


【音源・効果音使用元】様

―DOVA-SYNDROME
■http://dova-s.jp/
―効果音ラボ
■http://soundeffect-lab.info/
―甘茶の音楽工房
■http://amachamusic.chagasi.com/

使用した音素材：OtoLogic(https://otologic.jp)
素材提供 PIXTA
※動画によって使用していない場合がございます。

#エスポワールTRIBE#ESPOIRTRIBE","None"
"pLDuAhiSZ6Y","もう知っている方もいると思いますが...😂改めて発表します！","2024-11-04T11:00:52Z","UC9NrE2wN9BO9TWYPhGADnHA","西野未姫","People & Blogs","24.11.05","""西野未姫|西野みき|にしのみき|西野未希|AKB48|AKB|元AKB48|女性YouTuber|オルチャン|オルチャンみきちゃん|얼짱미키짱|デビュー|新人|アイドル|元アイドル|タレント|メイク|美少女|コスメ|美人|かわいい|バラエティ|リアクション|ドッキリ|やってみた|踊ってみた|ダイエット|ダンス|コラボ|水着|トレンド|再現|グルメ|モッパン|女性アイドルグループ|急上昇ワード|Trends|Google トレンド|美容|UC9NrE2wN9BO9TWYPhGADnHA|YOUTUBER|ユーチューバー|ママ|ママタレ|ママタレント|妊娠|出産|マタニティ""","909","516052","8962","0","566","156000","0.018463255640904404","https://i.ytimg.com/vi/pLDuAhiSZ6Y/default.jpg","動画は毎週水曜、金曜の２回アップしています！
ぜひチャンネル登録・高評価・コメントお願い致します💖

♡Instagram
https://www.instagram.com/nishinomiki...
♡Twitter
https://twitter.com/mikinishino4?ref_...
♡BLOG
https://ameblo.jp/nishinomikiofficial/
♡楽天ROOM
https://room.rakuten.co.jp/room_b45c780554/items


【楽曲使用】
MusMus https://musmus.main.jp

🎈Song : 샛별 - 해피엔딩 /https://youtu.be/hJ6-Ue2GHa8
A New Day! / https://youtu.be/KkLH5KSQteY
Smile / https://youtu.be/ih1yep4F8DE
Strawberry flavor love(딸기맛 사랑) / https://youtu.be/zMi0dxVgqvo




【お仕事の依頼/일의 의뢰】
nishinomiki.ch@gmail.com

#西野未姫　#ダイエット　#新婚","None"
"lh9b4LacRq4","パックでは手に入らない幻のポケモン「ミュウ」を手に入れたい！【ポケポケ】","2024-11-03T12:00:48Z","UCgXyMl3Y2kRHkK08F_Ct8Pg","はじめしゃちょー2 (hajime)","Gaming","24.11.05","""はじめカンパニー|hajimecompany|hajimexcompany|はじめ社長|ビログ|ゲーム実況""","829","737311","8121","0","834","2950000","0.012145485419314237","https://i.ytimg.com/vi/lh9b4LacRq4/default.jpg","https://youtu.be/x2MEOdYiBmk
チャンネル登録してね～！

ファンサイト入れ
▽「はじメーノ」：https://fanicon.net/fancommunities/4246

オイラのメインチャンネルはこちら: https://www.youtube.com/user/0214mex

X(twitter): https://twitter.com/hajimesyacho
裏垢: https://twitter.com/duelhajime

LINEスタンプはこちら！
はじめしゃちょー
https://store.line.me/stickershop/product/1072663/ja
はじめしゃちょー2
https://store.line.me/stickershop/product/1169745/ja","None"
"h0xp1AbSi80","東海オンエア活動継続の危機…！","2024-11-03T09:42:55Z","UCynIYcsBwTrwBIecconPN2A","東海オンエアの控え室","Comedy","24.11.05","""[none]""","1481","899992","14074","0","795","3010000","0.016521257966737483","https://i.ytimg.com/vi/h0xp1AbSi80/default.jpg","僕たちは今神休みを満喫していま〜す！
今日日曜なの忘れててメイン動画の編集慌ててやってるよ〜！

(編集：虫眼鏡)

東海オンエアの控え室へようこそ。
ぜひチャンネル登録お願いします！
https://www.youtube.com/channel/UCynIYcsBwTrwBIecconPN2A

メインチャンネルはこちらの【東海オンエア】です！
https://www.youtube.com/channel/UCutJqz56653xV2wwSvut_hQ

グッズ購入はこちらから！
https://tokaionair.jp/

東海オンエアLINEスタンプはこちらから！
https://uuum.jp/posts/614231

東海オンエアLINE公式アカウント　友達登録はこちらから！
https://lin.ee/c19Zdjm

お仕事の依頼はこちらから
https://www.uuum.co.jp/inquiry_promotion

ファンレターはこちらへ
〒107-6228
東京都港区赤坂9-7-1ミッドタウン・タワー 28階
UUUM株式会社 東海オンエア宛

【東海オンエアの個人アカウント】
てつや
個人チャンネル：https://www.youtube.com/channel/UC1xd0cAOryAMTTG34joEgdg
X：https://twitter.com/TO_TETSUYA
Instagram：https://www.instagram.com/to_tetsuya/

しばゆー
X：https://twitter.com/TOKAI_ONAIR
Instagram：https://www.instagram.com/to___shibayu/

りょう
個人チャンネル：https://www.youtube.com/channel/UCigMkMDZjvLhXAQ67wKQIbA
X：https://twitter.com/TO_RYOO
Instagram：https://www.instagram.com/to_ryoo/

としみつ
個人チャンネル：https://www.youtube.com/channel/UCDFxQgB9Dc_MzxiEKjozWwg
X：https://twitter.com/TO_TOSHIMITSU
Instagram：https://www.instagram.com/toshimitsu_tokaionair/

ゆめまる
個人チャンネル：https://www.youtube.com/channel/UCevQsKO8q1XQcEA1BoBO2gA
X：https://twitter.com/TO_yumemarucas
Instagram：https://www.instagram.com/yumemaru_original/

虫眼鏡
個人チャンネル：https://www.youtube.com/channel/UCbSIiNFWbJCW8ERBbkNMfwQ
X：https://twitter.com/TO_ZAWAKUN
Instagram：https://www.instagram.com/to_mushimegane/","None"
"matbhWLff8U","ARASHI - 5×20 [Official Music Video]","2024-11-03T04:07:00Z","UCP7Gw_YZAuh4Yg2fcdcuumQ","ARASHI","Music","24.11.05","""嵐|ARASHI|あらし|アラシ|相葉 雅紀|松本 潤|二宮 和也|大野 智|櫻井 翔|MASAKI AIBA|JUN MATSUMOTO|KAZUNARI NINOMIYA|SATOSHI OHNO|SHO SAKURAI|ARASHI 25th Anniversary|ARASHI25thAnniversary|デビュー25周年|25周年|5×20|ファイブバイトゥエンティー|20周年|20|デビュー20周年""","464","801320","54737","0","3406","3340000","0.07255902760445265","https://i.ytimg.com/vi/matbhWLff8U/default.jpg","ARASHI - 5×20 [Official Music Video]
2019.06.26 Release
https://stormlabels.lnk.to/5x20YT

YouTube https://www.youtube.com/ARASHI_5_Official
X https://twitter.com/arashi5official
Instagram https://www.instagram.com/arashi_5_official
TikTok https://www.tiktok.com/@arashi_5_official
Facebook https://www.facebook.com/arashi5official
Weibo https://www.weibo.com/arashi5official

#嵐 #ARASHI #5_20","None"
"jnGSFu0x7pk","ARASHI - Do you... ? [Official Music Video]","2024-11-03T04:10:01Z","UCP7Gw_YZAuh4Yg2fcdcuumQ","ARASHI","Music","24.11.05","""嵐|ARASHI|あらし|アラシ|相葉 雅紀|松本 潤|二宮 和也|大野 智|櫻井 翔|MASAKI AIBA|JUN MATSUMOTO|KAZUNARI NINOMIYA|SATOSHI OHNO|SHO SAKURAI|ARASHI 25th Anniversary|ARASHI25thAnniversary|デビュー25周年|25周年|Do you... ?|どぅーゆー|ドゥーユー|This is 嵐|thisisarashi|thisisarasi|ディスイズアラシ|でぃすいずあらし""","234","713321","33113","0","1324","3340000","0.04827700292014395","https://i.ytimg.com/vi/jnGSFu0x7pk/default.jpg","ARASHI - Do you... ? [Official Music Video]
2020.11.03 Release
https://stormlabels.lnk.to/ThisisARASHIYT

YouTube https://www.youtube.com/ARASHI_5_Official
X https://twitter.com/arashi5official
Instagram https://www.instagram.com/arashi_5_official
TikTok https://www.tiktok.com/@arashi_5_official
Facebook https://www.facebook.com/arashi5official
Weibo https://www.weibo.com/arashi5official

#嵐 #ARASHI #Doyou","None"
"dLyrKKmfHXE","【横浜DeNA】26年ぶりの日本一達成！！本当におめでとう！！","2024-11-03T12:40:04Z","UC64uGOYi7v1ClET3GJVlYyA","谷繁ベースボールチャンネル","Sports","24.11.05","""#FlyingB|＃谷繁|#プロ野球|#NPB|#セリーグ|#パリーグ|#中日ドラゴンズ|#中日|#巨人|#阪神|#ソフトバンク|#イーグルス|#監督|#MLB|#YouTube|#横浜|#横浜ベイスターズ|#AK_69|ロッテ|大谷|日本ハム|大谷翔平|WBC|侍ジャパン|worldbaseballclassic|吉田正尚|ヌートバー|村上宗隆|佐々木朗希|山本由伸|古田敦也|捕手|クライマックスシリーズ|岡本和真|坂本勇人|甲子園""","468","307079","8036","0","729","220000","0.028543143621022605","https://i.ytimg.com/vi/dLyrKKmfHXE/default.jpg","▼谷繁元信公式Twitter
https://twitter.com/m_tanishige_

『オススメ動画』
▼【BIGBOSS】北海道日本ハムファイターズキャンプに潜入！！谷繁の捕手の極意を選手に伝授。【ファイターズ】
https://youtu.be/AzXZ8wREFUQ

▼【赤星憲広】盗塁成功を左右する0.1秒の壁。球界トップレベルの捕手と走者が語る盗塁の真髄！！
https://youtu.be/GOuYbfMkK0k

▼【上原浩治さんコラボ】1年目から20勝！メジャーではなく、巨人に入団した訳とは？
https://youtu.be/rUi0x2KqN3o

▼【ゴルフ対決】豪華共演！中日ドラゴンズレジェンドOB達による真剣勝負！！
https://youtu.be/OQJ6Km_tLvM

▼Flying B Entertainment Inc.
講演会などのお問い合わせはこちらから
https://flying-b.jp/contact/

▼書籍案内
「谷繁元信のプロ野球「通」」
https://amzn.asia/d/31IUvgS(ビジネス社)

「谷繁ノート 強打者の打ち取り方」(光文社)
https://amzn.asia/d/74sHx1O

「勝敗はバッテリーが8割 名捕手が選ぶ投手30人の投球術」（幻冬舎）
https://amzn.asia/d/eZAFnEp

「谷繁流 キャッチャー思考」（日本文芸社）
https://amzn.asia/d/8bznAyU


（プロフィール）
谷繁元信
1970年生まれ。江の川高校（現・石見智翠館）にて甲子園に出場し、卒業後、ドラフト１位で横浜大洋ホエールズ（現・横浜DeNAベイスターズ）に入団。98年にはベストナイン、ゴールデングラブ賞、最優秀バッテリー賞を獲得しチームの日本一に大きく貢献。2002年に中日ドラゴンズに移籍。2006年WBC日本代表に選出され、2013年2000本安打を達成。2014年シーズンから選手兼監督になり、2016年現役引退を表明。通算3021試合出場（NPB歴代最高）、27シーズン連続本塁打、同安打はギネス世界記録に登録された。2016年に中日ドラゴンズを退任後は、各種メディアで評論家、解説者として活動を行う。著書に『谷繁ノート 強打者の打ち取り方』(光文社)『勝敗はバッテリーが8割 名捕手が選ぶ投手30人の投球術』(幻冬舎)『谷繁流キャッチャー思考』（日本文芸社）。

#谷繁元信 #プロ野球","None"
