title,channelTitle,category,channel_country,publishedAt,duration,view_count,likes,comment_count,engagement_rate
squabble up,Kendrick Lamar,People & Blogs,US,2024-11-25T18:07:36Z,2.77,6576545,579198,38516,0.093926826
Kendrick Lamar - GNX ALBUM REVIEW,theneedledrop,Music,US,2024-11-26T16:56:30Z,29.32,1091768,65028,5757,0.064835203
Citadelle des Morts Cinematic | Call of Duty: Black Ops 6 Zombies,Call of Duty,Gaming,US,2024-11-26T16:00:27Z,1.92,596841,32185,2032,0.057330177
Watching a Rocket Launch at SpaceX with Elon Musk!,Kai Trump,People & Blogs,US,2024-11-26T18:03:29Z,11.67,1724334,81732,5744,0.050730311
Can I Beat Grant Horvat If He Starts 5 Under Par? (Part 2),Phil Mickelson and the HyFlyers,Sports,US,2024-11-26T16:59:37Z,54.55,411335,43563,6033,0.120573255
Squid Game: Season 2 | Official Trailer | Netflix,Netflix,Entertainment,US,2024-11-26T23:00:03Z,1.78,2496120,97532,3660,0.040539718
"Sonic the Hedgehog 3 | Official Trailer 2 (2024 Movie) Ben Schwartz, Jim Carrey, Keanu Reeves",Paramount Pictures,Film & Animation,US,2024-11-25T14:00:03Z,2.42,6870760,206187,15509,0.032266591
I turned FORTNITE into LEGO...,TD BRICKS,Entertainment,US,2024-11-26T17:48:56Z,8.52,617928,16513,2182,0.030254334
Lilo & Stitch | Official Teaser,Disney,Entertainment,US,2024-11-25T17:00:07Z,0.55,1466718,30535,2345,0.022417397
Kevin Gates - Be Somebody (Official Music Video),kevingatesTV,Music,US,2024-11-26T08:00:40Z,3.07,354814,28128,2185,0.085433495
Blaster Master - Angry Video Game Nerd (AVGN),Cinemassacre,Gaming,US,2024-11-26T17:19:56Z,20.3,484495,38230,3680,0.086502441
"these games wanted to sponsor me, i said no and reviewed them anyway",Ludwig,Gaming,US,2024-11-26T23:01:41Z,35.05,589165,25216,961,0.044430677
Thanksgiving Special: Chicken falls in love!,Hay Day,Gaming,FI,2024-11-26T15:00:57Z,0.72,450671,12940,353,0.029496018
Dexter: Original Sin | Official Trailer | Paramount+ With SHOWTIME,Dexter on Paramount+ with Showtime,People & Blogs,US,2024-11-26T22:37:17Z,1.95,515616,8742,938,0.018773661
Kalogeras Sisters HEAR ME OUT CAKE!,Kalogeras Sisters ,Entertainment,CA,2024-11-25T22:00:31Z,28.7,1867033,77458,7121,0.045301288
Can I remake those SH*TTY mobile games in 1 HOUR?,Code Bullet,Education,AU,2024-11-26T01:33:50Z,23.22,1042373,69652,2251,0.068980106
Grandma is secretly a serial killer and cannibal?? The shocking crimes of the Granny Ripper,Bailey Sarian,Entertainment,US,2024-11-25T20:00:16Z,40.35,562616,31889,8221,0.071291965
The Chosen: Last Supper Teaser (Season 5),The Chosen,Entertainment,US,2024-11-25T15:00:06Z,1.15,808784,53499,4940,0.072255386
Total War: WARHAMMER III - Omens of Destruction Announce Trailer,Total War,Gaming,GB,2024-11-26T14:59:00Z,1.93,296891,18638,1633,0.068277583
Why It Sucks to Be Born as a Horse,Dinzo,Pets & Animals,US,2024-11-27T00:47:46Z,9.55,233160,15630,1289,0.072563905
How US Thanksgiving Wasn't What I Expected,Lost in the Pond,Comedy,US,2024-11-27T01:59:42Z,11.92,86123,8857,934,0.113686239
"Best Rug Art Wins $1,000!",Stay Wild,Entertainment,US,2024-11-24T22:11:15Z,67.52,8616469,147241,14316,0.018749792
Twenty One Pilots - “The Line” (from Arcane Season 2) [Official Music Video],League of Legends,Music,US,2024-11-25T15:00:06Z,3.92,2153406,180327,3799,0.085504545
Jorsshh x Fuerza Regida - ROSONES (VIDEO OFICIAL),FUERZA REGIDA,Music,US,2024-11-26T00:03:09Z,3.33,537079,28461,1944,0.056611783
"Hidden Meanings Behind Kendrick's ""Squabble Up"" Music Video Explained",Pearl Fountain,Entertainment,US,2024-11-26T09:19:49Z,3.28,167816,6007,461,0.038542213
IMPOSSIBLE Minecraft - Episode 1,Grian,Gaming,GB,2024-11-26T17:00:01Z,19.97,829869,79502,3094,0.099528962
IRENE 아이린 'Like A Flower' MV,SMTOWN,Music,KR,2024-11-26T09:00:30Z,3.75,1090864,156833,10290,0.153202416
The Online Gambling Epidemic,Drew Gooden,Comedy,US,2024-11-24T20:39:52Z,28.07,2675934,178491,12301,0.071299217
"Missing Hawaii woman’s family ‘holding on by a thread,’ still searching after tragedy",KHON2 News,News & Politics,US,2024-11-26T04:10:13Z,2.72,221825,1702,865,0.011572185
Juice WRLD - Empty Out Your Pockets (Music Video Teaser),Fortnite,Music,US,2024-11-25T15:03:00Z,0.33,697887,43314,2306,0.065368749
Testing Roblox's Most TERRIFYING Myths..,CaylusBlox,Gaming,US,2024-11-25T18:51:39Z,18.6,527400,15685,934,0.031511187
"Ariana Grande, Cynthia Erivo, Idina Menzel & Kristin Chenoweth Talk About Their 'Wicked' Legacy",Entertainment Weekly,Entertainment,US,2024-11-25T17:00:07Z,12.95,476467,18414,795,0.040315489
Al Gharafa vs. Al Nassr: Extended Highlights | AFC Champions League Elite | CBS Sports,CBS Sports Golazo - Asia,Sports,US,2024-11-25T18:24:29Z,10.28,190154,2466,316,0.014630247
Fortnite's *FREE* JUICE WRLD SKIN NOW AVAILABLE! (How to Unlock),oShven,Gaming,CA,2024-11-25T14:58:37Z,8.47,411904,4459,1447,0.014338292
Nick Eh 30 VS 100 Nick Eh 30's!,CouRage Gaming,Gaming,US,2024-11-25T22:00:27Z,16.58,643243,18001,716,0.029097868
"DRAKE WENT TO THE FEDS ON KENDRICK! |  HE SUES UMG AND SPOTIFY OVER ""NOT LIKE US"" !",No Life Shaq,Entertainment,US,2024-11-26T04:28:07Z,8.52,495288,23378,7029,0.061392564
How the Cast of 'Wicked' Became Their Characters 💖💚 | Teen Vogue,Teen Vogue,Entertainment,US,2024-11-25T20:00:02Z,16.35,241044,7311,223,0.031255704
Ed Sheeran - Under the Tree (from “That Christmas”),Ed Sheeran,Music,GB,2024-11-26T14:00:07Z,4.22,531442,44377,2005,0.087275752
I Built a SECRET Soccer Field in My Room,The Royalty Family,People & Blogs,US,2024-11-24T17:07:17Z,27.18,3486759,52972,31596,0.024254042
How To Get juice wrld Skin in fortnite Now (Free Slayer juice wrld skin),Fortnite Events,Gaming,EG,2024-11-25T14:18:52Z,0.9,344590,3315,503,0.011079834
