title,channelTitle,category,channel_country,date,time,duration,view_count,likes,engagement_rate,tags
WIN $50 CASH IF YOU CAN FINISH THIS GIANT MEATBALL SUB IN CHICAGO! | BeardMeatsFood,BeardMeatsFood,People & Blogs,GB,11/3/2024,19:00:33,10.47,2575795,105946,0.042734767,"""calorie challenge|mukbang|cheat day|cheat meal|man vs food|eating challenge|eating challenge uk|food challenge|matt stonie|beardmeatsfood|beard meats food|beard meets food|beard vs food|adam moran|british competitive eater|fitness|eating channel|eating show|10000 calorie challenge|10k|massive eating challenge|huge eating challenge|100000 calorie challenge|chicago|meatball challenge|Fontano's challenge|chicago food challenge|italian food challenge"""
Shannon Sharpe 🗣️ SAQUON BARKLEY HAD THE 'PLAY OF THE YEAR!' + Lions the BEST OVERALL? | First Take,NFL on ESPN,Sports,US,11/4/2024,16:12:55,13.57,443491,6383,0.017265288,"""Stephen A. Smith|Shannon Sharpe|Dan Orlovsky|Molly Qerim|First Take|Philadelphia Eagles vs Jacksonville Jaguars|Saquon Barkley|Saquon Barkley backwards hurdle|Cowboys|Detroit Lions vs. Green Bay Packers|Lions|Stephen A.|Jared Goff|stephen a smith cowboys|cowboys stephen a smith|stephen a smith eagles|eagles stephen a smith|philadelphia eagles stephen a smith|stephen a smith philadelphia eagles|eagles stephen a.|stephen a.|stephen a. smith"""
ChupadaGhostf**kaween Sale!,Vivziepop,Film & Animation,US,11/3/2024,18:40:01,3.05,573146,43094,0.078158096,"""Vivziepop|Zoophobia|helluva boss|helluvaboss|helluva boss merch|chupacadupra|ghostfuckers|ghostfuckers merch|chupacabras merch|halloween"""
Mutliple tornadoes hit Oklahoma on Sunday morning. What we know,KOCO 5 News,News & Politics,US,11/3/2024,15:02:01,6.05,184067,1734,0.009420483,"""Oklahoma City"""
Highlights: Rams Top Plays In Overtime Win vs. Seahawks | NFL Week 9,Los Angeles Rams,Sports,US,11/4/2024,1:44:01,5.0,50611,881,0.019916619,"""Los Angeles Rams|Los Angeles Rams vs. Seattle Seahawks|nfl33|nfl33-highlights|rams|la rams|los angeles rams|nfl week 9|rams vs seahawks|seattle seahawks|rams week 9|rams clips for edits|rams highlights|nfl highlights|nfl week 9 highlights|rams offense|rams defense|jaylen mccollough|jaylen mccollough rams|jaylen mccollough interception|cooper kupp|matthew stafford|matthew stafford highlights|demarcus robinson|braden fiske|jared verse|kamren kinchens"""
HIGHLIGHTS | ENGLAND V NEW ZEALAND | AUTUMN NATIONS SERIES 2024,Autumn Nations Series,Sports,GB,11/2/2024,17:39:56,7.68,654802,5909,0.011611144,"""[none]"""
🚨 BARCA ATTACKS! 🚨 Barcelona vs. Espanyol | LALIGA Highlights | ESPN FC,ESPN FC,Sports,US,11/3/2024,18:06:10,9.92,431937,5900,0.014763727,"""Barcelona|Barcelona vs. Espanyol|Espanyol|barcelona vs espanyol|fc barcelona|la liga|barça|espanyol|barcelona vs. espanyol|barcelona|futbol|laliga|fútbol|barcelona espanyol|raphinha|espanyol vs barcelona|barça vs espanyol|barca|liga|espn|espanyol barcelona|barcelona vs espanyol highlights|espanyol en vivo|dani olmo|barcelona fc|lewandowski|barcelona highlights|espn fc|fc soccer|soccer|espn fc soccer|soccer on espn|espn soccer|espnfc|fc espn"""
Tom Brady breaks down the Lions' DOMINANT win over the Packers | NFL on FOX,NFL on FOX,Sports,US,11/4/2024,1:04:15,4.5,198376,4251,0.024952615,"""lions|packers|nfl|tom brady|NFL|NFC|Football|fs1|fox sports|fox sports 1|sports|sports news|NFL on FOX|trade rumors|AFC|AFC South|AFC North|NFC South|NFC North|NFC West|NFC East|AFC West|AFC East|2024 NFL regular season|national football league|latest NFL news"""
Minecraft Mob Battles: THE MOVIE,Joll and Conk,People & Blogs,US,11/2/2024,17:36:20,50.87,925107,25771,0.033557199,"""[none]"""
Federal judge sides with Iowa secretary of state over voter eligibility dispute,KCCI,News & Politics,US,11/4/2024,4:53:09,1.27,58822,1241,0.021097549,"""Des Moines|Federal judge sides with Iowa secretary of state over voter eligibility dispute"""
The man who took in orphaned Peanut the squirrel says it’s 'surreal' officials euthanized his pet,"WKBW TV | Buffalo, NY",News & Politics,US,11/4/2024,23:44:10,2.12,46409,1433,0.046779719,"""The man who took in orphaned Peanut the squirrel says it’s 'surreal' officials euthanized his pet"""
SEC Shorts - Top SEC teams go to detention,SEC Shorts,Comedy,US,11/4/2024,14:00:23,5.12,425886,17517,0.044920472,"""[none]"""
I Got a Pet Alien (kinda),TerraGreen,Pets & Animals,US,11/2/2024,12:00:27,11.33,1294787,21518,0.01829799,"""terragreen|terra|green|terra green|pet|pet dinosaur|pet alien|I got a pet alien|terragreen pet|aquarium|terrarium|dr plants|weirdest pet"""
The Snail .....🐌 | Ep. 3 | Wild Life,LDShadowLady,Gaming,GB,11/2/2024,15:15:01,23.37,637033,43276,0.072126562,"""ldshadowlady|minecraft|mini game|girl gamer|pink hair|funny|walkthrough"""
"Cosy Day With Mark, Horror Mazes & Halloween Night | ad",Zoe Sugg,People & Blogs,GB,11/3/2024,19:27:25,40.8,360446,14908,0.042145009,"""Zoe Sugg|vlog|Zoella|makeup|grwm|get ready with me|cosmetics|Nala|pug|weekly vlog|daily|vlogging|motherhood|baby|one year old|brighton|haul|lifestyle|life|Alfie deyes|deyes|ottilie|ottie|vlogmas|two year old|toddler|daughter|garden|chatty|baking|family|halloween|tulleys|horror maze|trick or treat|decoration|decorate|movie night"""
No. 4 Ohio State Buckeyes vs. No. 3 Penn State Nittany Lions Highlights | FOX College Football,CFB ON FOX,Sports,US,11/2/2024,19:39:09,14.93,704356,6387,0.01094049,"""cfb on fox|cfb|college football|fox college football|fs1|fox sports|Colorado Buffaloes|Deion Sanders"""
3 years at the Off Grid cabin in the woods,Bushradical,Howto & Style,US,11/2/2024,22:56:11,41.42,272531,19597,0.075429951,"""off grid cabin|offgrid cabin|cabin|remote cabin"""
BABYMONSTER - ‘CLIK CLAK’ PERFORMANCE VIDEO,BABYMONSTER,People & Blogs,KR,11/3/2024,4:00:07,2.98,15156883,539907,0.036812318,"""BABYMONSTER|베이비몬스터|베몬|BABYMON|BAEMON|하람|아현|루카|치키타|파리타|로라|아사|HARAM|AHYEON|RUKA|CHIQUITA|PHARITA|RORA|ASA"""
T1 vs BLG - Game 5 | Grand Final LoL Worlds 2024 | T1 vs Bilibili Gaming G5 full,EpicSkillshot - LoL VOD Library,Gaming,US,11/2/2024,18:35:31,42.28,667392,9536,0.016201872,"""playoffs|finals|final|london|LoL|LCS|EU|NA|2024|paris|paris 2024|Worlds|World Championship|S14 Worlds|#worlds|esports|#esports|Season 14|S14|2024 Worlds|lol worlds 2024|lol worlds|lol esports vods|e-sports|lol esports|lolesports|league of legends|epicskillshot|game|play|match|pro|full game|HD|1080p|VOD|VODS|lol vods|worlds vods|T1 vs BLG|BLG vs T1|t1 blg|blg t1|Bilibili Gaming|BLG|Bin|Wei|Knight|Elk|ON|SK Telecom T1|T1|Faker|Oner|Khan|Gumayusi|Keria|Zeus"""
Why Musical IQ Soars After 30,Rick Beato,Music,US,11/2/2024,19:23:09,9.63,1458205,56060,0.047643507,"""rick beato|everything music|rick|beato|music|music theory|music production|education|Brain|Your Brain on music|Aging|Improvisation|John Williams|Bach|Mozart|Beethoven|Miles Davis|John Coltrane|Pat Metheny|The Beatles"""
"HIGHLIGHTS | All Blacks v England | London, 2024",All Blacks,Sports,NZ,11/2/2024,19:29:11,3.92,213369,2546,0.014491327,"""All Blacks|New Zealand Rugby|Rugby|Rugby Union"""
"Ninja Warrior: Youtubers Edition (ft KSI, Niko & more)",Deji,Entertainment,GB,11/2/2024,17:00:25,44.77,1898196,83546,0.045008524,"""ksi|clips|ksiclips|ksi clips|shorts|youtube shorts|ksishorts|ksi shorts|jj olatunji|sidemen|ksi shorts channel|ksi clips channels|minimintershorts|miniminter shorts|miniminter shorts channel|w2sclips|w2s clips channel|w2s shorts channel|sidemen sunday|#sidemensunday|ishowspeed|live speedy|speedy boykins|total wipeout|wipeout|challenge|w2s|fall guys|fall guys irl|chin|playing|ninja|gaiden|face|funny|faces|warriors|ninja warrior|Deji"""
I Busted 27 Myths in Chapter 2 Remix!,Milo,Gaming,US,11/2/2024,21:23:21,8.28,297837,5234,0.019127912,"""fortnite|fortnite myths|busting myths in fortnite|I Busted 30 TikTok Myths in Fortnite|milo|soar milo|I Busted 42 Myths in Fortnite|busting tiktok myths|i busted tiktok myths in fortnite|fortnite battle royale|busting fortnite myths|busting myths|busting every fortnite myth|new fortnite|xp map fortnite|xp glitch fortnite|chapter 2 remix|chapter 2 fortnite|remix update fortnite"""
"Dos Días - Tito Double P, Peso Pluma (Video Oficial)",Tito Double P,Music,MX,11/1/2024,1:00:08,2.75,6142548,108105,0.01800279,"""tito pp|tito doble p|tito duble pp|peso pluma|peso pp|double p|doble pp|hassan|Double P Records|Double P|Incómodo|Incomodo|Tito incomodo|Dos Días|dos dias|2 dias|2 días|corridos|mexican music|musica mexicana|regional mexicano|bélicos|corridos belicos"""
Adopting a Chihuahua,Jonny Devaney,Entertainment,US,11/1/2024,13:49:40,1.35,956684,75932,0.080213529,"""[none]"""
Sword Master: Jerónimo | Hero Intro | Whiteout Survival,Whiteout Survival,Gaming,US,10/12/2024,11:30:20,0.57,746185,11335,0.016109946,"""whiteout survival|survival|whiteout|hero|Jerónimo|snow|ice"""
"""Barbering and Fashion: HoWStyle Infiuences Haircuts",Tha Lagend Official ,Howto & Style,US,11/1/2024,19:28:52,1.23,378646,24123,0.064360907,"""[none]"""
This Is What Happens When a Psychopath Chooses Chaos - Once Human,Let's Game It Out,Gaming,US,11/1/2024,19:00:03,28.02,1522070,66799,0.045349425,"""let's game it out|lets game it out|let game it out|let'sgameitout|letsgameitout|letgameitout|game it out|gameitout|lgio|josh let's game it out|let's game it out josh|lgio josh|josh lgio|let's game it out simulator|josh simulator|funny moments|once human|once human game|once human gameplay|once human the way of winter|the way of winter|once human update|once human game guide|let's game it out once human|this is what happens|psychopath chooses chaos"""
"HIGHLIGHTS | All Blacks v Japan | Yokohama, 2024",All Blacks,Sports,NZ,10/26/2024,8:38:08,14.18,788603,7868,0.011456969,"""All Blacks|New Zealand Rugby|Rugby|Rugby Union"""
MISS GRAND INTERNATIONAL 2024  GRAND FINAL,GrandTV,Entertainment,TH,10/25/2024,15:44:42,216.0,15947736,333556,0.021370996,"""มิสแกรนด์|มิสแกรนด์ไทยแลนด์|miss grand thailand|miss grand|นางงาม|ประกวดนางงาม|ณวัฒน์|มิสแกรนด์ไทยแลนด์ 2023|มิสแกรนด์ไทยแลนด์ 2024|บ้านแกรนด์|Miss Grand International|mgt|GrandTV"""
livin' like leah | halloween special with ppg :),Leah Kateb,People & Blogs,US,11/2/2024,1:44:24,15.25,309465,22938,0.078092838,"""[none]"""
Skeleton Crew | Official Trailer | Disney+,Star Wars,Entertainment,US,11/1/2024,14:00:32,2.0,3409417,32694,0.011174344,"""star wars|skeleton crew|neel|disney+|star wars show|star wars kids|star wars kids show|pirates"""
Fortnite: Chapter 2 Remix Battle Pass (Full Showcase),ShuffleGamer,Gaming,US,11/2/2024,7:06:08,4.67,613526,7331,0.014907274,"""Fortnite|Fortnite Battle Royale|Battle Royale|Games|Gaming|Gameplay|Fortnite Chapter 2 Remix|Chapter 2 Remix|Fortnite Chapter 5|Chapter 5|New Fortnite|Fortnite New|Fortnite New Update|Fortnite Update|Fortnite New Season|Fortnite Battle Pass|New Fortnite Battle Pass|Fortnite Chapter 2 Remix Battle Pass|Chapter 2 Remix Battle Pass|Chapter 2 Remix Trailer|New|Season|Battle Pass|New Battle Pass|Fortnite OG Chapter 2 Battle Pass|Fortnite Chapter 5 Season 5"""
Qualifying Highlights | 2024 Sao Paulo Grand Prix,FORMULA 1,Sports,US,11/3/2024,12:49:51,8.02,3090538,67520,0.023128012,"""F1|Formula One|Formula 1|Sports|Sport|Action|GP|Grand Prix|Auto Racing|Motor Racing"""
BABYMONSTER - 'DRIP' M/V,BABYMONSTER,People & Blogs,KR,11/1/2024,4:00:06,3.12,50398747,1457271,0.03044417,"""BABYMONSTER|베이비몬스터|베몬|BABYMON|BAEMON|하람|아현|루카|치키타|파리타|로라|아사|HARAM|AHYEON|RUKA|CHIQUITA|PHARITA|RORA|ASA"""
Fuerza Regida X Luis R Conriquez - CHOLO 7 (VIDEO OFICIAL),FUERZA REGIDA,Music,US,11/1/2024,0:00:05,2.67,1810627,62529,0.03546672,"""[none]"""
Squid Game: Season 2 | Official Teaser | Netflix,Netflix,Entertainment,US,10/31/2024,19:00:05,1.88,15268649,448371,0.030500079,"""2024|456|Childhood Games|Choi Seung-hyun|Coming Soon|Dec 26|Fandom|Gi-hun|Global Phenomenon|Jo Yu-ri|KContent|Kang Ae-sim|Kang Ha-neul|Lee Byung-hun|Lee Jung-jae|Netflix|News|Official Teaser|Park Sung-hoon|Pink Guards|Player 456 Front Man|Red Light Green Light|Season 2|Series|Squid Game|Squid Game 2|Squid Game Doll|Teaser|Teaser Trailer|Wi Ha-jun|Yang Dong-geun|Yim Si-wan|Young-hee"""
Lil Uzi Vert - Chill Bae [Official Music Video],LIL UZI VERT,Music,US,11/1/2024,4:00:08,3.42,2820202,85588,0.032339527,"""Lil|Uzi|Vert|Lil Uzi Vert|Eternal Atake|Money Longer|LUV|Futsal Shuffle|That Way|Sanguine Paradise|XO Tour Life|XO Tour Llif3|Luv Is Rage|Luv is Rage 2|The Perfect LUV Tape|Worldstar|Akadmiks|Philly|Rap|Hip Hop|Atlantic Records|Generation Now|Roc Nation|nwE_BsjBSUw|New Patek|Je2OItlb4pY/edit|PLUTO X BABY PLUTO|PLUTO|Lil Uzi Vert Future|Lil Uzi Vert Future Pluto x Baby Pluto|Future|Future Pluto|Lil Uzi Pluto x Baby Pluto|Baby Pluto"""
How Destructive Is Our Harpoon Cannon?,How Ridiculous,Sports,AU,11/1/2024,22:00:11,22.5,780705,34659,0.046165965,"""how ridiculous|rexy|44club"""
"I Found a WW2 German Spy Cave, Hidden in the American Desert?",Desert Drifter,People & Blogs,US,11/1/2024,19:12:41,25.2,411412,21129,0.05646651,"""[none]"""
MARIAH CAREY - IT'S TIME!!!! (2024),Mariah Carey,Music,US,11/1/2024,4:00:28,0.92,2006002,150683,0.079217269,"""[none]"""
Laufey - Santa Baby (Official Music Video),Laufey,Music,US,11/1/2024,14:00:06,4.05,2131934,106388,0.051656852,"""laufey|laufey lin|chill|lyric video|everything i know about love|laufey video|jazz|jazzy|everything i know|layvay|lay vay|slow|Lauvey|Laufey|from the start|fts|visualizer|official visualizer|new music|tiktok|laufey tiktok|classical|ballerina|music school|new song|lyrics|lyric|bewitched|music video|new album|live|acoustic|christmas|holiday|a very laufey holiday|winter wonderland|winter"""
The BIGGEST argument in Locked In history?! Locked In S5 EP4 |  @Footasylumofficial,Footasylum,Entertainment,GB,11/3/2024,19:00:10,57.52,1228628,26953,0.023641818,"""Footasylum|Yung Filly|Darkest Man|GK Barry|Nella Rose|Harry Pinero|Chunkz|Johnny Carey|Sharky|AJ Shabeel|Niko Omilana|King Kenny|Beta Squad|Sidemen|KSI|Locked In|Does The Shoe Fit|Chef Asylum|Stephen Tries|Bambino Becky|Max Khadar|Good Evening Britain|Liar Liar|Bad Bistro|Adeola Patronne|Chunkz & Filly|Philly|Young Filly|Chunks|BETA squad|Behzinga|Miniminter|Zerkaa|Tobjizzle|The Burnt Chip|tennessee|Chloe Burrows|Pieface|Tays|Heather Bowling"""
Livingstone and Hope Hit Tons | Highlights | West Indies v England | 2nd CG United ODI,Windies Cricket,Sports,AG,11/2/2024,22:37:20,16.02,1399774,16969,0.012372712,"""cricket|cricket west indies|west indies|windies|west indies cricket team|cricket highlights|cricket highlights match today|west indies india Cricket|west indies india test|virat kohli|rohit sharma|jason holder|bcci cricket|india cricket highlights|liam livingstone|jacob bethell|Shai Hope|Brendon McCullum|Sam Curran|Phil Salt|Keacy Carty|Sherfane Rutherford|Jofra Archer|John Turner|West Indies v England|england|2nd CG united ODI|ODI cricket"""
GLITCHX 2024,GLITCH,Film & Animation,AU,11/1/2024,22:00:06,54.52,1731212,132139,0.081295647,"""glitch|glitch productions|digital circus|the amazing digital circus|murder drones|Pomni|Uzi|Jax|Ragatha|Kinger|Gangle|Zooble|Caine|Bubble|3D|Animation|3D Animation|Indie Animation|Gummigoo"""
Young Thug Gives Heartfelt Speech Before Walking Out of YSL Trial,Law&Crime Trials,Entertainment,US,10/31/2024,23:00:39,9.32,834524,16967,0.023446899,"""law and crime|law and crime network"""
Microsoft Sucks at Everything,NakeyJakey,Comedy,US,10/31/2024,22:22:23,27.1,1554478,111633,0.077164167,"""[none]"""
"Yankees have the worst inning in World Series history, a breakdown",Jomboy Media,Entertainment,US,11/2/2024,0:49:08,12.98,1531233,52790,0.037785889,"""a breakdown|mlb|jomboy videos|jomboy|jake sucks|talkin yanks|jomboy podcast|tv podcast|just talkin podcast|mlb breakdowns|Talkin yanks|jomboy jake radio"""
First To Get A Full Shiny Legendary Team Wins,PM7,Gaming,US,11/1/2024,14:24:21,22.98,404999,18848,0.048590243,"""pokemon|pm7|pokemon randomizer|legends za|pokemon legends za|pokemon challenge|pm7 challenge|mandjtv|mandjtv plays|pm7 mandjtv|mandjtv pm7|john michael cup|jmc|jmc season 3|legendary pokemon|legendaries|shiny legendary pokemon|pm7 legendary pokemon|pokemon but everything is legendary|shiny legendary team|first to get a full shiny legendary team wins|pm7 shiny legendary team|pokemon randomly evolve every level|shiny pokemon|pokemon race|pokemen7 plays"""
Fortnite CHAPTER 2 is HERE!,SypherPK,Gaming,US,11/2/2024,14:10:23,13.0,1606706,45179,0.029668153,"""fortnite|fortnite battle royale|competitive|gaming|highlights|gameplay|fortnite highlights|fortnite tips|stream highlights|how to play|fortnite gameplay|sypher|new update|sypherpk|fortnite update|fortnite new patch|fortnite new item|everything epic didnt tell you|fortnite new update|fortnite leaks|fortnite event|mr beast fortnite|undercover|fashion show|Fortnite chapter 5|asianjeff"""
things that make me irrationally angry,Ice Cream Sandwich,Comedy,US,11/1/2024,0:03:00,9.22,1484713,144549,0.1022022438006537,"""[none]"""
Judge Sends Young Thug Home After Over 700 Days in Jail,Law&Crime Trials,Entertainment,US,10/31/2024,23:30:18,17.83,404192,7257,0.022813415,"""law and crime|law and crime network"""
"Supreme Court allows Pennsylvania to count contested provisional ballots, rejecting GOP plea",Scripps News,News & Politics,US,11/2/2024,0:33:00,0.48,472083,2108,0.009248374,"""Scripps News|supreme court|supreme court ruling|pennsylvania|pennsylvania polls|pennsylvania early voting|pennsylvania election results|pennsylvania election|pennsylvania voting|provisional ballot|gop|republican|mail in ballots 2024|pennsylvania mail in ballot|trump|donald trump|battleground states polls|battleground states|battleground states 2024|swing state polls|presidential election 2024|mail in ballots|presidential election|supreme court news|news"""
OUR WEDDING VIDEO PT.2 | The Vows & Ceremony 📖,Les Do Makeup,Howto & Style,US,10/31/2024,21:00:02,33.57,407597,18627,0.049031274,"""[none]"""
Dodgers vs. Yankees World Series Game 5 Highlights (10/30/24) | MLB Highlights,MLB,Sports,US,10/31/2024,5:24:46,15.35,4312286,58593,0.015126316,"""mlb|baseball|sports|mlb highlights|sports highlights|baseball highlights"""
Horror Games - Scott The Woz,Scott The Woz,Gaming,US,10/31/2024,23:00:18,30.03,541677,43395,0.083804555,"""[none]"""
Cabela's Dangerous Hunts 2011: A Cursed Hunting Game,MandaloreGaming,Gaming,US,10/31/2024,18:45:00,45.75,794986,41300,0.057338117,"""cabela's dangerous hunts|cabela's dangerous hunts 2011|cabela's dangerous hunts 2011 review|cabela's|cabela's dangerous hunts review|cabela's 2011|cabela's game|cabela's 2011 review|dangerous hunts|dangerous hunts review|dangerous hunts 2011|dangerous hunts 2011 review|dangerous hunts game|cabela's dangerous hunts 2011 gameplay|dangerous hunts gameplay|mandaloregaming|mandalore gaming|mandalore|hunting pc game|dangerous hunts 2|dangerous hunts 2 review|cabela"""
F1 Sprint Highlights | 2024 Sao Paulo Grand Prix,FORMULA 1,Sports,US,11/2/2024,15:14:12,6.0,3988153,68320,0.017940385,"""F1|Formula One|Formula 1|Sports|Sport|Action|GP|Grand Prix|Auto Racing|Motor Racing"""
"El Alfa ""El Jefe"" x Kim Loaiza - Si, Es Asi | Video Oficial",ElAlfaElJefeTV,Music,DO,10/31/2024,16:30:06,3.17,3523250,167556,0.058645853,"""Music|Musica|Latino|Latin|Urban|Urbano|Trap|Reggaeton|Dembow|Rap|Hip Hop|Latin Hits|2019 Hits|Puerto Rico|Dominican Republic|Mexico|Miami|New York|Spain|España|mundial|Republica|dominicana|Republica Dominicana|Fuego|Fire|Bugatti|El Alfa|El Jefe|El Hombre|La leyenda|el androide|el animal|el|criminal|the best|alfa|kim|Kimberly loaiza|loaiza|mexico|Mexico y rd|alfa y kim loaiza|kim Loaiza y alfa|quim loaisa|loaisa|kin|mami kim"""
Spooky Month short: Kevin's Dream job,Sr Pelo,Film & Animation,MX,10/31/2024,18:00:06,2.85,1271396,157195,0.1298478208205783,"""Animation|Animacion|sr Pelo|pelo|Sir Pelo|spooky month|spooky short|skid|pump|kevin|lila|roy|robber|ross|susie|Jaune|Jack|John|Bob|Rick|Carmen|Dexter|Happy Fella|Candy|Candy shop|Moloch|Gregor|Radford|Cats|Skeleton|Pumpkin|Trick or treat|masks|costumes|dia de brujas|fnf|friday night funkin|boyfriend|spider|shadow|crying|centipede|dirt|insects|patty azure|morgue|guts|green|cosmic|stars|candy store|hatzgang|water balloon|Frank|tree|Dad|flashback|witch|Indie animation"""
"World Cup Finals Import vs Domestic, Day 1 Qualifying! The EAGLE Has Landed!",That Track Channel,Autos & Vehicles,US,11/1/2024,6:53:42,26.35,407982,14460,0.037763921,"""world cup finals|world cup finals 2024|world cup finals maryland|the best race ever|wcf 2024|maryland international raceway|mir 2024|maryland international raceway 2024|world cup finals day 0|world cup finals day 1|world cup finals testing|world cup finals qualifying|world cup finals live stream|world cup finals live|world cup drag racing|world cup finals import vs domestic|world cup drag racing 2024 live|world cup drag racing 2024|world cup qualifying"""
Pathetic Performance! (Lee Judges) | Newcastle 1-0 Arsenal,AFTV,Sports,GB,11/2/2024,15:20:06,10.75,263568,4373,0.024388393,"""afc|aftv|arsenal|arsenal fan tv|fan cams|arsenal tv|arsenal fan cams|gooners|premier league|robbie lyle|troopz|aftvmedia|martinelli|arteta|mikel arteta|aftv news|transfer daily|gabriel|aftv troopz|arsenal stream|arsenal watch along|bukayo saka|emile smith rowe|emirates stadium|football|soccer|sport|transfers|gabriel jesus|gunners|arsenal fc|transfer window|Title Race|Newcastle 1-0 arsenal|arteta newcastle"""
G-DRAGON - POWER (Official Video),OfficialGDRAGON,People & Blogs,KR,10/31/2024,9:00:07,2.78,18580438,961533,0.056157557,"""[none]"""
My dog (Oatmeal) insists on swimming (even when it's cold! ❄️),Adria and Oatmeal,Music,US,11/2/2024,13:00:25,1.08,504435,35315,0.070233033,"""[none]"""
"irl HAUNTED HOUSE ft. MrBeast, xQc, Logan Paul, Fanum & Lexi Rivera🎃👻💀",IShowSpeed,Gaming,US,10/31/2024,1:55:47,122.35,4821133,191726,0.041301287,"""ishowspeed"""
"1 Footballer from Every Position Competes for £10,000",ChrisMD,Entertainment,GB,10/31/2024,17:10:43,54.67,2737709,112499,0.042058524,"""[none]"""
EPIC: The Musical - SAGAS 1-8 The Vengeance Saga release party,Jorge Rivera-Herrans,Entertainment,PR,10/31/2024,4:00:16,56.6,1151825,96179,0.088204371,"""[none]"""
Planet X Returns! - Part 2,SolarBalls,Education,GB,11/2/2024,15:00:07,8.05,495936,27858,0.064804733,"""solarballs|solarball|cosmos|scifi|sci fi|space|galaxy|solar system|animation|fun|comedy|space animation|cartoon|shut up cartoons planets|shut up planet cartoon|spaceball|spaceballs|space balls|moon|moons|earth|luna|sun|planet X|big bang|the big bang|big bang theory"""
How Big Can Godzilla Get?,EYstreem,Gaming,AU,11/1/2024,1:00:16,23.4,2208503,34735,0.016690944,"""Eystreem|eyestream|eystream|minecraft|roleplay|funny|troll|prank|secret|hidden|tutorial|minecraft phone|minecraft bedrock edition|How big can godzilla get|Minecraft but I become godzilla|fighting godzilla in minecraft|pranking my friend in minecraft|pranking my friend with godzilla in minecraft|minecraft ultimate boss|modded minecraft|I fooled my friends with godzilla in minecraft"""
Roman Reigns is BACK with Jey and Jimmy Uso! | WWE SmackDown Highlights 11/1/24 | WWE on USA,WWE on USA,Sports,US,11/2/2024,1:17:21,10.37,896329,28545,0.034420397,"""WWE|WWE Smackdown|WWE Smackdown Highlights|WWE Smackdown Highlights Today|WWE Smackdown Highlights This Week|WWE Smackdown Full Show|WWE Smackdown Full Match|Roman Reigns|Jey Uso|Jimmy Uso|Big Jim Uso|The Bloodline|Solo Sikoa|Jacob Fatu|Tama Tonga|Tonga Loa|SMACKDOWN|SMACKDOWN HIGHLIGHTS|smackdown|smackdown highlights|FULL MATCH|full match|FULL SHOW|full show|WWE HIGHLIGHTS|WWE smackdown|WWW SMACKDOWN|Roman Reigns is BACK with Jey and Jimmy Uso"""
Six Hundred Strike,Jorge Rivera-Herrans - Topic,Music,PR,10/30/2024,10:02:56,3.53,1580241,42170,0.029992893,"""Jorge Rivera-Herrans|Steven Rodriguez|Cast of EPIC: The Musical|EPIC: The Vengeance Saga (Official Concept Album)|Six Hundred Strike"""
Halloween Special: Mummies!,Overly Sarcastic Productions,Education,US,10/31/2024,15:00:28,47.9,515152,40534,0.085167096,"""Funny|Summary|OSP|Overly Sarcastic Productions|Analysis|Literary Analysis|Myths|Legends|Classics|Literature|Stories|Storytelling|History|Mythology"""
FINAL FANTASY XIV Patch 7.1 - Crossroads,FINAL FANTASY XIV,Gaming,JP,11/1/2024,11:03:22,3.43,119755,0,0.0,"""FF14|FFXIV|Final Fantasy XIV (Video Game)|ファイナルファンタジー|MMO|スクウェア・エニックス|スクエニ|SQUARE ENIX|漆黒のヴィランズ|Shadowbringers|暁月のフィナーレ|Endwalker|黄金のレガシー|Dawntrail"""
skibidi toilet multiverse 043,DOM Studio,Film & Animation,GB,11/2/2024,12:59:45,5.05,3714578,172284,0.048946071,"""skibidi|skibidi toilet|skibidi dom dom yes yes|Cameraman|Speakerman|tvman|Clockman|Drillman|Camera man|Speaker man|Tv man|Clock man|Titan Cameraman|Titan Tvman|skibidibopyesyesyes|TV show|Sfm|Blender|movie|war documentary|fiction|Secret episode|secret|New episode|Business|Skibidi multiverse|multiverse|Skibidi toilet multiverse|Horror|action|comedy|prank|Fortnite|worst|Best|Mrbeast|Challenge|surprise|Titan Speakerman|Titan Clockman|Titan Drillman|Anime|what"""
NickEh30 reacts to Fortnite Remix Live Event!,Nick Eh 30,Gaming,CA,11/2/2024,5:26:50,15.22,890400,15319,0.018547844,"""fortnite|fortnite gameplay|fortnite battle royale|fortnite funny moments|fortnite new update|fortnite victory royale|Fortnite Item Shop|Fortnite funny|Fortnite tips|Fortnite Update|Fortnite How To Win|Fortnite how to play|Fortnite Victory Royale|Fortnite tournament|fortnite best moments|Fortnite event|Nick eh 30|FORTNITE new map|Fortnite live|Fortnite nick eh 30|fortnite new season|Fortnite Chapter 5|Fortnite chapter 5 season 4|Fortnite season 4"""
"Reload Desert Drop: New Map, Solos, and More",Fortnite,Gaming,US,11/1/2024,22:43:59,0.5,3354529,43767,0.013838604,"""yt:cc=on"""
The Weeknd - São Paulo feat. Anitta (Official Music Video),TheWeekndVEVO,Music,CA,10/31/2024,0:00:07,3.5,9187537,408756,0.052134212,"""The Weeknd|Anitta|XO Republic Records"""
HIGHLIGHTS | All Blacks XV v Munster | 2024 (Limerick),All Blacks,Sports,NZ,11/2/2024,21:40:28,12.02,421339,4009,0.011330544,"""All Blacks|New Zealand Rugby|Rugby|Rugby Union"""
