title,channelTitle,category,channel_country,date,time,duration,view_count,likes,engagement_rate,tags
"Baby John - Taster Cut | Atlee | Varun Dhawan, Keerthy Suresh, Wamiqa G, Jackie Shroff | 25th Dec",JioStudios,Entertainment,IN,11/4/2024,5:33:43,1.97,27185242,413037,0.016201585,"""Jio Studios|Jio Cinema|Jio Saavn|Jio TV|Babbar Sher|Baby John|Baby John Varun Dhawan|Keerthy Suresh|WamiqaGabbi|Jackie Shroff|Rajpal Yadav|baby john teaser|babay john trailer|baby john promo|baby john movie|Varun Dhawan|Atlee|atlee movie|Jawan|atlee baby john|A. Kaleeswaran|baby John taster cut|taster cut|taster cut baby john|baby john official trailer|baby john first look"""
Race Highlights | 2024 Sao Paulo Grand Prix,FORMULA 1,Sports,US,11/3/2024,18:43:53,8.17,6653138,138812,0.022301506,"""F1|Formula One|Formula 1|Sports|Sport|Action|GP|Grand Prix|Auto Racing|Motor Racing"""
Nino Paid - Play This At My Funeral (Official Video) Dir: @Shotbyaddict,Nino Paid,Music,US,11/4/2024,17:00:06,2.23,446039,37099,0.08869628,"""ninopaid|playthisatmyfuneral|cantgobacc|painmusic"""
PIEFACE outruns attack dog AND overnight intrusion?! Locked In S5 EP6 |  @Footasylumofficial,Footasylum,Entertainment,GB,11/5/2024,19:00:33,46.12,826891,21736,0.02795048,"""Footasylum|Yung Filly|Darkest Man|GK Barry|Nella Rose|Harry Pinero|Chunkz|Johnny Carey|Sharky|AJ Shabeel|Niko Omilana|King Kenny|Beta Squad|Sidemen|KSI|Locked In|Does The Shoe Fit|Chef Asylum|Stephen Tries|Bambino Becky|Max Khadar|Good Evening Britain|Liar Liar|Bad Bistro|Adeola Patronne|Chunkz & Filly|Philly|Young Filly|Chunks|BETA squad|Behzinga|Miniminter|Zerkaa|Tobjizzle|The Burnt Chip|tennessee|Chloe Burrows|Pieface|Tays|Heather Bowling"""
The GENIUS new porch idea everyone's copying for Christmas!,Hometalk,Howto & Style,US,11/4/2024,18:00:11,9.45,1001892,0,9.98e-05,"""[none]"""
The BEST BMW Cold Air Intake,Fritz Ramos,Autos & Vehicles,US,10/30/2024,12:45:03,1.5,1216091,57249,0.047413393,"""BEST Intake for the F30 BMW|f30 intake|f30 cold air intake|best cold air intake for BMW|best cold air intake for bmw n55|best cold air intake for b58|n20 cold air intake|f30 intake sound|f30 intake install|f30 intake scoop|f30 335i intake|f30 cold air intake sound|bmw f30 320i cold air intake|bmw f30 cold air intake sound|bmw 330i f30 cold air intake|bmw f30 335i cold air intake|f30 328i cold air intake|f30 335i cold air intake|bmw f30 afe intake"""
Olivia Rodrigo Explores #ASMR | W Magazine,W Magazine,Entertainment,US,11/4/2024,13:00:52,16.63,540308,40278,0.078257216,"""w magazine|wmag"""
Future - BRAZZIER (Official Music Video),FutureVEVO,Music,US,11/5/2024,2:00:37,3.33,535490,35929,0.070520458,"""future|metro boomin|like that|type shit|travis scott|playboi carti|kendrick lamar|the weekend|we dont trust you|WDTY|young metro future|metro young thug|chainz|chief keef|yo gotti|meek mill|nav|gucci mane|french montana|quavo|21 savage|migos|mixtape pluto|brazzier"""
Tampa Bay Buccaneers vs. Kansas City Chiefs Game Highlights | NFL 2024 Season Week 9,NFL,Sports,US,11/5/2024,4:43:00,12.68,1915815,25715,0.015313587,"""[none]"""
I REBUILT MY WRECKED LAMBORGHINI TO PROVE MY INSURANCE WRONG,Mat Armstrong,Autos & Vehicles,GB,11/3/2024,18:01:03,40.3,2764409,145189,0.054718748,"""mat armstrong|matt armstrong|copart rebuild|rebuilding a car|lamborghini crash|rebuilding a wrecked car|crash damaged|twin turbo|mat armstrong mk2|lamborghini gallardo|cheap lamborghini|twin turbo lamborghini"""
I Brought Fresh Back to Chapter 2!,Lachlan,Gaming,AU,11/4/2024,13:23:20,17.1,791113,24464,0.03225203,"""fortnite battle royale|fortnite|lachlan|lachy|duos|new season|battle royal|lacy|laclan|epic games|gaming|esports|games|video games|poggies|battle royale|warzone|pubg|lachydachy|power|pwr|rocketleague|rlcs|fortniteupdate|update|battlepass|battle|pass|I Brought|Fresh|Back|to|Chapter|Chapter 2|OG Fortnite|OG Chapter 2|Chapter 2 Remix"""
Answering Tough Questions✅,Nidal Wonder,Entertainment,US,11/3/2024,16:45:06,9.7,1622760,38842,0.027347852,"""Javin|Nalish|Q&A|Questions|Answers|Nidal|Salish|Nidal and Salish|Naddi|Nidal and Addi|Dating|Broke up|Jealous|Jiji and Gavin|Gavin Magnus|Jiji wonder|Nidal wonder Quit YouTube"""
Coldest SIDEMEN Moments,SidemenReacts,Entertainment,GB,11/5/2024,17:12:36,9.37,566817,33154,0.059161952,"""Sidemen|Sidemen Reacts|SidemenReacts|ksi|jj olatunji|miniminter|w2s|tobi|vikkstar123|ethan|zerkaa|reacts"""
Chappell Roan - Pink Pony Club (Live On Saturday Night Live / 2024),ChappellRoanVEVO,Music,US,11/3/2024,7:11:04,4.83,787135,60419,0.079265945,"""Chappell Roan|Pink Pony Club|SNL|Midwest Princess"""
🍪 Oreo Coke vs Electric Pepsi ⚡️,Max Klymenko,Education,GB,11/4/2024,2:20:40,1.48,395641,28045,0.071595209,"""[none]"""
"Fearless | General Hospital Promo (November 4th, 2024)",General Hospital,Entertainment,US,11/4/2024,12:01:14,0.27,109554,850,0.011364259,"""General Hospital|Port Charles|ABC|GH|Soap Opera"""
spooky stories,SocksStudios,Comedy,US,11/3/2024,18:00:08,43.95,1022386,28551,0.031345304,"""scary stories|scary stories animated|horror stories animated|animated horror stories|horror stories|scary story|animated stories|true scary stories|horror animation compilation|creepy stories|animation|stories|disturbing horror stories|horror animation|halloween horror stories|scary animations|terrifying horror stories|halloween|true horror stories|scary animated story|mjv animations|horror story|halloween scary stories|horror story animated|creepy|scary"""
"$10,000 If You Can Beat My Rock, Paper, Scissors Robot",Mark Rober,Science & Technology,US,11/2/2024,15:00:37,19.28,8248770,224427,0.028637603,"""[none]"""
"We Bought The RAREST Motorhome (driving it 2,000 miles home)",Ambition Strikes,Autos & Vehicles,US,11/3/2024,15:00:17,44.52,460955,34326,0.078782094,"""Revcon|rev con|motorhome|rare|barn find|f350|powerstroke|diesel|7.3|trailblazer|Revlon trailblazer|rare car|van life|rv|vanlife|will it run|drive home|road trip"""
My Daughter's Emotional 15th BIRTHDAY SURPRISE,Jordan Matter,Entertainment,US,11/2/2024,14:00:07,28.12,11660038,255489,0.025902145,"""nidal wonder|salish matter|nalish|knotts berry farm|birthday surprise|best friends|say say matter|jordan matter|15th birthday|roller coasters|target"""
Exploring the Town That Made Internet & Phone Service Illegal (100% Disconnected),Yes Theory,Entertainment,US,11/3/2024,17:00:26,30.9,826212,35928,0.046486858,"""yestheory|seek discomfort|yes theory strangers|yes theory travel|yes theory subscribers|getting out of your comfort zone|Amazon FBA"""
I Tested Restaurants with No Reviews,Ryan Trahan,Entertainment,US,11/2/2024,15:01:03,22.83,6241116,245131,0.04119055,"""Ryan|Trahan"""
SIDEMEN AMONG US BUT THE WHOLE LOBBIES INFECTED,MoreSidemen,People & Blogs,GB,11/2/2024,17:45:02,53.78,4513321,177436,0.040823154,"""sidemen|moresidemen|miniminter|ksi|zerkaa|behzinga|tbjzl|vikkstar|wroetoshaw"""
Making pop rocks from scratch (is complicated),NileBlue,Science & Technology,CA,11/2/2024,22:35:02,29.7,2342949,156765,0.070525223,"""nileblue|nile|blue|red|science|chemistry|pop|rock|rocks|sweet|pop rocks|candy|sugar"""
10 Things You SHOULD Be Buying at Costco in November 2024,The Deal Guy,Science & Technology,US,11/3/2024,19:22:27,20.05,1166365,55918,0.048672585,"""the deal guy|costco|costco store|costco secrets|costco haul|costco shopping|costco shop with me|flavcity|costco tips|costco shopping secrets|costco canada|costco australia|costco deals|costco 2024|2024 costco|what to buy at costco|10 things you should buy at costco|Things You Should ALWAYS Buy at Costco|best things costco|costco shopping 2024|new at costco|costco november 2024|costco november|november costco|november costco 2024|shopping"""
I Only Ate 'Healthy' Fast Food For 50 Hours,Will Tennyson,People & Blogs,CA,11/3/2024,15:00:23,26.12,769407,29564,0.04076646,"""fast food|i only ate|50 hours|i only ate healthy fast food for 50 hours|healthy fast food|mcdonalds|taco bell|burger king|wendys|chik fil a|starbucks|taste test|food challenge|diet|bodybuilding|fitness"""
I Met NewJeans!,JasonTheWeen IRL,Entertainment,US,11/3/2024,20:16:47,34.1,370920,25350,0.072646393,"""jasontheweenie|jasontheween|stable ronaldo|plaqueboymax|faze|faze clan|amp|kai cenat|jasontheween vlog|newjeans|new jeans|new jeans jasontheween|newjeans jasontheween|jasontheween newjeans|jasontheween new jeans|jasontheween eta|eta|newjeans eta|new jeans eta|jason newjeans|meeting newjeans|i met newjeans|i met new jeans|new jeans bubble gum|new jeans how sweet|newjeans supernatural|super shy|eta jasontheween|newjeans vlog|hanni|hanni vlog|ditto"""
Can I Make Titanium Damascus? Part 3,Alec Steele,Entertainment,GB,11/3/2024,19:53:21,21.47,690197,42593,0.064461306,"""alec steele|alex steele|steel|alec|damascus|blacksmith|make|forge|anvil|mill|lathe|weld|tig|mig|engineering|blacksmithing|blade|bladesmithing|knife|knifemaking|sword|handmade|diy|craft|woodworking|forged in fire|axe|fabrication|art|making|how to|maker|lord of the rings|game of thrones|restoring|restoration|forging|dagger|replica|prop|grinding|bevel|bevels"""
Solo Winter Bushcraft Camping in Alaska,Outdoor Boys,Entertainment,US,11/2/2024,11:00:42,26.22,3737463,165161,0.044190672,"""Solo camping|camping|bushcraft|survival|Alaska|cold weather camping|cold weather survival|cold weather bushcraft|Camping Alaska|Alaska adventure|pack rafting|Floating river|winter camping|solo bushcraft|solo survival"""
Hairdresser Reacts To Bleach Fails That Will Have You SOBBING,Brad Mondo,Entertainment,US,11/3/2024,19:15:07,24.07,338560,22605,0.069878308,"""bradmondo|bradmondonyc|hairdresserreacts|hair fails bleach|how to bleach hair at home|bleach fail|hair fails|bleaching hair at home|at home|diy hair|how to|bleaching hair|gone wrong|box dye|broken hair|hairdresser|funny|edvasian|fail|highlights|funny fails|hair transformation|fall off|30 vol|bleaching hair fail|bleaching my hair|hair fail|video react|hair dye fail|how to color hair at home|Hairdresser Reacts To Bleach Fails That Will Have You SOBBING"""
Girlfriend VS Sister! Who Knows Me Better?!,Bryton Myler,Entertainment,US,11/3/2024,14:00:18,17.77,636669,13580,0.024846506,"""[none]"""
I Tested Lego Cars!,Unspeakable Studios,People & Blogs,US,11/3/2024,16:00:25,14.0,727670,10053,0.014558797,"""unspeakable|vlog|vlogs|unspeakablegaming|prank|comedy|challenge|laugh|funny|moments|craziest|pranks|crazy|no cursing|no swearing|how to|parody|troll|video|react|family friendly|funniest|adventure|trolling|unspeakable vlogs|real life|life|unspeakable real life|unspeakableplays|behind the scenes|bts|unspeakable behind the scenes|unspeakable bts"""
bo6 glitch: AFTER PATCH: BOAT PILE UP GLITCH for terminus island easy camo glitch and XP glitch,B Man,Gaming,NZ,11/4/2024,22:46:13,6.03,74397,1882,0.029974327,"""after patch|pileup|pile up|zombie pile up|pile up glitch|terminus island|b06|bo6|black ops|blackops 6|black ops 6|Black Ops 6|BO6|glitch|glitches|black ops 6 glitch|bo6 glitch|bo6 glitches|bo6 xp|bo6 xp glitch|black ops 6 glitches|glitches bo6|glitch bo6|camo glitch|b-man|B-MAN|bman|BMAN|GLITCH|ZOMBIES|zombies|zombies glitch|zombie glitches|bo6 zombies glitch|bo6 zombies|BO6 XP GLITCH|BO6 ZOMBIES GODMODE GLITCH|BO6 ZOMBIES GLITCH|boat glitch"""
OG CHAPTER 2 MEMES,LazarLazar,Gaming,AU,11/3/2024,3:22:38,12.42,2144477,92039,0.044154356,"""[none]"""
"RDCTV | D-Wade Statue, Hood Haunted House, Pilots Downplay Everything, and Album Sales",RDCworld1,Film & Animation,US,11/4/2024,0:22:45,10.45,331389,40382,0.126304736,"""[none]"""
What Liquid Is Required for Life?,BradyYourTutor,Entertainment,US,11/3/2024,2:00:01,1.88,2560000,181244,0.071230859,"""[none]"""
We Won Every Game at the State Fair!,Dude Perfect,Sports,US,11/2/2024,14:00:00,14.72,2885913,79893,0.028325525,"""dude perfect|dude perfect stereotypes|dude perfect water bottle flip|bottle flip|water bottle flip|dude perfect bottle flip|dude perfect basketball|dp|dude perfect world record|edition|nerf|trick shots|trick shot|family|ping pong|bowling|clean|family friendly|bubble wrap|soccer|football|spinner|spinners|fidget spinners|dude|mini games|state fair|carnival|stuffed animals|fair food|big tex|texas|prizes|battles"""
Strapping a Tiny Camera on a Bass! (Underwater Footage),BamaBass,People & Blogs,US,11/4/2024,1:01:12,31.15,263263,14859,0.059541219,"""[none]"""
I Busted EVERY Fortnite CHAPTER 2 Myth!,McCreamy,Gaming,NZ,11/3/2024,17:40:53,16.38,599908,12577,0.021888356,"""fortnite|fortnite battle royale|fortnite gameplay|challenge|mccreamy|new|update|memes|funny moments|glitches|funny|gaming|epic games|fortnite glitches|fortnite glitch|free vbucks|fortnite vbucks|fortnite moments|new fortnite season|new fortnite|fortnite update|new fortnite update|fortnite new update|mcreamy|fortnite battlepass|fortnite challenge|fortnite mythic|fortnite chapter 2 remix|chapter 2|fortnite chapter 6|chapter 2 remix|fortnite myth"""
Winter Shredathon Day 27 - Hamstrings With Short Hair,Sam Sulek,People & Blogs,US,11/3/2024,18:00:10,38.68,879442,36848,0.044820466,"""[none]"""
"Cosy Day With Mark, Horror Mazes & Halloween Night | ad",Zoe Sugg,People & Blogs,GB,11/3/2024,19:27:25,40.8,361108,14918,0.04209544,"""Zoe Sugg|vlog|Zoella|makeup|grwm|get ready with me|cosmetics|Nala|pug|weekly vlog|daily|vlogging|motherhood|baby|one year old|brighton|haul|lifestyle|life|Alfie deyes|deyes|ottilie|ottie|vlogmas|two year old|toddler|daughter|garden|chatty|baking|family|halloween|tulleys|horror maze|trick or treat|decoration|decorate|movie night"""
Going BABY SHOPPiNG for the FiRST TiME! *we went a little CRAZY*,JustParkers ,Entertainment,US,11/3/2024,14:02:00,23.6,585900,13960,0.027212835,"""kass and josh|justkass|nen|couples channels|notenoughnelsonss|justkass baby|justkass pregnant|sephora haul|sephora vlog|justparkers|just parkers|just kass|nen fam|hopescope|jordan matter|baby shopping|baby products|going baby shopping for the first time|we went a little crazy|first time baby shopping|pregnancy|pregnancy vlog|pregnant vlog|justkass nursery|justkass baby name"""
WIN $50 CASH IF YOU CAN FINISH THIS GIANT MEATBALL SUB IN CHICAGO! | BeardMeatsFood,BeardMeatsFood,People & Blogs,GB,11/3/2024,19:00:33,10.47,2577796,106008,0.042726422,"""calorie challenge|mukbang|cheat day|cheat meal|man vs food|eating challenge|eating challenge uk|food challenge|matt stonie|beardmeatsfood|beard meats food|beard meets food|beard vs food|adam moran|british competitive eater|fitness|eating channel|eating show|10000 calorie challenge|10k|massive eating challenge|huge eating challenge|100000 calorie challenge|chicago|meatball challenge|Fontano's challenge|chicago food challenge|italian food challenge"""
Things will never be the same..,FaZe Rug,Entertainment,US,11/3/2024,19:51:44,25.12,2945082,80287,0.035842126,"""faze rug|rug|rugfaze|fazerug"""
Club Penguin: Gone But Not Forgotten,Burback,People & Blogs,US,11/2/2024,17:27:31,36.85,812199,43253,0.05599736,"""[none]"""
Digging Up a Mystery Egg That I Buried in My Giant Rainforest Vivarium,AntsCanada,Pets & Animals,CA,11/3/2024,12:01:07,27.05,479276,25141,0.056935878,"""ants|pets|terrarium|ant farm|antfarm|antscanada|animals|insects|exotic pets|myrmecology|science|education|ecosystem"""
Wild Life: Episode 3 - THE SNAIL.,Grian,Gaming,GB,11/2/2024,15:00:08,45.15,1086789,73326,0.071776582,"""grian|life series|episode 1|wild life|3rd life|grian life series"""
i went on a date…,PontiacMadeDDG,Howto & Style,US,11/5/2024,2:44:04,28.43,138546,12774,0.106542231,"""pontiac|pontiacmade|pontiacmadeddg|ddg|pontiacmadeddgvlogs|vlogs|vlog|ddg vlogs|ddg vlog|pontiac vlog|pontiac vlogs|pontiacmadeddg vlog|pontiacmadeddg vlogs|ddg elon musk"""
My Roblox account was hacked.,Flamingo,Gaming,US,11/4/2024,3:19:25,10.85,1233254,76336,0.069558258,"""Family|friendly"""
Fortnite Chapter 2 Remix Official Trailer,Fortnite,Gaming,US,11/1/2024,22:43:59,1.83,7092115,203954,0.031666576,"""yt:cc=on|Snoop Dogg|D O Double G|Dogg House|Doggfather|Doggpound|Eminem|Slim Shady|Rap God|Berzerk|Mom’s Spaghetti|Spaghetti Grotto|Ice Spice|Rap Princess|Bronx|Baddie|In Ha Mood|Oh Shhh|Ice Isle|Juice|Juice WRLD|999|chapter 2|ch2|fortnite ch2|fortnite chapter 2|fortnite chapter two|chapter 2 remix|fortnite remix|remix|fortnite chapter 2 remix|chapter 2 og|fortnite trailer|fortnite cinematic|fortnite launch trailer|fortnite official trailer"""
FIRST DRIVE! TWIN TURBO V12 FERRARI SHAKEDOWN…,DailyDrivenExotics,Autos & Vehicles,CA,11/4/2024,14:00:07,37.35,565435,52215,0.098757594,"""[none]"""
