category,channel_country,channelTitle,subscriber_count,total_view_count
Entertainment,US,No Life Shaq,4700000,1067687671.0
Film & Animation,US,A24,1370000,1222680676.0
Autos & Vehicles,US,Tavarish,2930000,472291362.0
Gaming,NL,jessetc,1190000,525301018.0
News & Politics,AU,10 News First,927000,710414151.0
Sports,NO,Magnus Midtbø,2450000,445426354.0
Entertainment,US,GQ,7860000,3438991451.0
Entertainment,US,DaFuq!?Boom!,44500000,17999223574.0
Music,CA,Karan Aujla,2910000,1994675948.0
Sports,AU,SBS Sport ,130000,23768665.0
Sports,US,ESPN,13000000,15794941851.0
Comedy,US,shane,18800000,4390085019.0
Comedy,GB,a bit more willne,2330000,618228309.0
Sports,MY,AFC Asian Cup,2180000,506177040.0
People & Blogs,GB,Zoe Sugg,4970000,1078040273.0
Entertainment,US,Lackadaisy,1040000,58973458.0
Gaming,US,CarynandConnieGaming,1150000,237448001.0
Gaming,CA,GinoMachino,506000,161322547.0
Autos & Vehicles,GB,Mat Armstrong,3650000,500760132.0
Entertainment,US,Jordan Matter,26400000,9522666950.0
News & Politics,GB,Sky News,8140000,4773847987.0
Film & Animation,US,Pixar,8750000,4740302153.0
Gaming,US,MandJTV,2300000,947525589.0
Sports,US,Dude Perfect,60600000,17939783127.0
Gaming,CA,Games Cage,62700,17845318.0
Science & Technology,US,NASASpaceflight,1210000,544332812.0
Autos & Vehicles,US,Hoovies Garage,1590000,476780203.0
People & Blogs,US,Kitawari,75300,3041912.0
Entertainment,IN,Mythri Movie Makers,4650000,2502829976.0
Gaming,US,Dani and Snappy,28800,3144956.0
Music,US,Schlatt & Co.,1200000,134566216.0
Film & Animation,US,illymation,2600000,326416433.0
Music,US,twenty one pilots,13600000,6266146751.0
People & Blogs,US,The Kelly Clarkson Show,2830000,961049066.0
Entertainment,US,sir yacht,291000,20107481.0
Music,US,kevingatesTV,8590000,9608282197.0
Entertainment,US,The Chosen,2980000,316878244.0
Autos & Vehicles,US,Jay Leno's Garage,3750000,986142734.0
Science & Technology,US,The Deal Guy,2720000,372559523.0
Sports,US,BlankBoy,517000,45351164.0
Entertainment,US,The Company Man,327000,111673829.0
Comedy,US,Lost in the Pond,760000,172164201.0
Gaming,US,ProjectJamesify,4630000,2978907744.0
Sports,US,NBA on ESPN,1680000,1402322062.0
Entertainment,US,JayBlac,337000,45550264.0
News & Politics,US,CBS TEXAS,449000,403496544.0
Sports,US,The Joel Klatt Show: A College Football Podcast,179000,45886004.0
Sports,US,Denver Broncos,156000,68403794.0
Gaming,US,Sam Procrastinates,55500,18025261.0
Music,CA,ThreeDaysGraceVEVO,1460000,2037806629.0
Entertainment,US,Direct Weather,252000,74949825.0
Sports,US,Minnesota Vikings,331000,158860746.0
Music,US,NoCap,1270000,1123413063.0
Comedy,US,SEC Shorts,297000,94053252.0
Music,CO,MalumaVEVO,13900000,21080589580.0
Gaming,GB,Stylosa,758000,430986666.0
Music,US,NickiMinajAtVEVO,12500000,9367256640.0
Entertainment,US,DukeDennis LIVE,1220000,140796226.0
Music,US,CMA Country Music Association,150000,66828005.0
Music,US,KaneBrownVEVO,696000,2321843955.0
Music,US,George Strait,1300000,1551024954.0
Sports,MX,LIGA BBVA MX,1260000,688900540.0
Music,US,Mac Miller,4610000,4175834552.0
Gaming,JP,Bandai Namco Entertainment,1810000,979849814.0
News & Politics,US,WSPA 7News,60600,41504440.0
Autos & Vehicles,US,Throttle House,3120000,640880103.0
Sports,GB,Amazon Prime Video Sport,769000,357179049.0
Sports,GB,TNT Sports,5690000,3848708112.0
Sports,GB,Sky Sports Premier League,5250000,4383094318.0
Sports,GB,Celtic FC,245000,110873305.0
Entertainment,US,Jeremy Jahns,2010000,908786664.0
Music,US,DaBaby,10800000,5384022470.0
Music,US,kesha,4580000,2832158267.0
Music,IN,Zee Music Company,112000000,71496613205.0
Music,KR,HYBE LABELS,76100000,37026934589.0
Music,IN,Wunderbar Films,6260000,3794733637.0
Entertainment,IN,RJ Raunac No-Po,2910000,901218460.0
Sports,AE,T10 League Official,2160000,463208618.0
Gaming,IN,Mythpat,15700000,3674425261.0
Comedy,US,Tanmay Bhat,5030000,1803244040.0
People & Blogs,IN,Kunjan Pandikkad,707000,236710321.0
People & Blogs,IN,Vj Siddhu Vlogs,3680000,770606263.0
Gaming,IN,ProBoiz 95,5810000,1556617586.0
Music,IN,Voilà! Digi,3280000,834032335.0
Entertainment,IN,Vijay Television,25700000,44522463503.0
Entertainment,IN,Folk Rakaat,1310000,375938369.0
Entertainment,IN,Tripplegreen,1300000,994667791.0
Howto & Style,IN,Lekshmi Nair,2060000,465367605.0
Sports,BD,Sports Canvas,1160000,150432991.0
Entertainment,IN,Pragati Verma,7600000,2308011366.0
Entertainment,IN,Sun TV,29000000,31893378772.0
Sports,IN,Cricbuzz,2740000,808784998.0
News & Politics,IN,News Tak,11600000,4873883007.0
People & Blogs,IN,Suyash Vlogs,6990000,7030916656.0
Sports,IN,Tamil Cricket News,245000,79080158.0
Music,IN,KaanPhod Music,8620000,5092424745.0
People & Blogs,IN,Sahil joshi Vlogs,4290000,416129604.0
Gaming,IN,DREAM BOY,1510000,156376421.0
Sports,IN,Cric It with Badri,314000,41166598.0
Comedy,IN,The Paayal Jain,3630000,948381420.0
Entertainment,IN,VANITHA,1140000,493444952.0
People & Blogs,IN,Sourav Joshi Vlogs,30000000,14728964246.0
Entertainment,IN,Achusugandh,373000,68412435.0
Music,IN,Play DMF,5670000,2465935948.0
Travel & Events,IN,sherinz Vlog,866000,164535222.0
Howto & Style,IN,NishaMadhulika,14600000,3288889662.0
Entertainment,IN,Rowdy Baby,929000,232076013.0
Sports,IN,Royal Challengers Bengaluru,4490000,777055595.0
People & Blogs,IN,Saba Ibrahim,3610000,1670785599.0
Entertainment,IN,Sidharrth TV,9180000,7302647817.0
Entertainment,IN,Zee Tamil,15800000,13889281973.0
Travel & Events,IN,Manisha ki Duniya,358000,197890312.0
Entertainment,IN,Amrita TV Archives,670000,441272744.0
Entertainment,IN,Sony SAB,97300000,122542000000.0
Entertainment,IN,Saregama TV Shows Tamil,8750000,10608225348.0
Music,IN,Roll Rida,319000,29935440.0
Autos & Vehicles,IN,Aayush ssm,403000,124132138.0
Gaming,IN,Free Fire India Official,16700000,2875875690.0
People & Blogs,IN,Dimpu's Vlogs,3130000,621968186.0
Music,IN,T-Series Tamil,4490000,2830985065.0
Comedy,IN,Take A Break,3060000,522314322.0
Howto & Style,AE,Ayesha's Kitchen,2050000,441815710.0
People & Blogs,IN,LitFleet,3030000,295314312.0
Entertainment,IN,Dil Raju,5340000,3123285640.0
Sports,IN,GBB Cricket,563000,355502487.0
Entertainment,IN,greatandhra,423000,224384361.0
Sports,IN,DONIX CLASH,402000,50199354.0
Sports,AU,Fox Cricket,495000,140595168.0
People & Blogs,IN,AYISHA SHAFRIN,356000,114206976.0
Entertainment,IN,5 STAR,775000,273464258.0
Comedy,IN,Warangal Diaries,1650000,399036436.0
Sports,GB,Sky Sports Cricket,596000,247015327.0
News & Politics,IN,Sathiyam News,6550000,5309859318.0
Gaming,IN,SlayyPop,2660000,569498358.0
Sports,IN,NewsBook,1120000,444404486.0
Gaming,IN,LOKESH GAMER,16100000,1864766794.0
Entertainment,PK,ARY Digital HD,59500000,58664736622.0
People & Blogs,IN,Anithasampath Vlogs,1810000,688917383.0
Music,IN,Brown Studios,1460000,988291298.0
Entertainment,PK,HAR PAL GEO,62400000,63396486885.0
People & Blogs,IN,Amma Kai Pakkuvam,875000,382020370.0
People & Blogs,IN,The Little Adda Company,92100,837438.0
People & Blogs,IN,WE're IN love 2.0,118000,61140308.0
Comedy,IN,Taarak Mehta Ka Ooltah Chashmah,27000000,23534374214.0
Travel & Events,IN,Priyanka Deshpande,1540000,154048736.0
Comedy,US,LIV Comedy,15100000,10009994462.0
Sports,IN,Sports Tak,7450000,3936992769.0
Entertainment,IN,LOL (Life of Limbachiyaa’s),6660000,3056675874.0
Comedy,IN,Funcho,3980000,1052636241.0
Entertainment,IN,Pakau TV channel,2580000,925285303.0
Entertainment,IN,Varsha Dsouza,751000,235191347.0
People & Blogs,IN,Shoaib Ibrahim Official,3500000,1349034831.0
Entertainment,IN,Sibbu Giri,4650000,1374621939.0
Gaming,IN,MineFlux,1750000,298019152.0
People & Blogs,IN,Karthik Surya,2820000,660638213.0
Gaming,IN,Tyro Gaming,1290000,712604602.0
Entertainment,IN,Surinder  Films,5930000,3450600179.0
Gaming,IN,Krishna Flight,1150000,226850897.0
Entertainment,IN,Arjun MP Shorts,2170000,402898315.0
Music,IN,Saregama Hum Bhojpuri,15900000,6503236918.0
Sports,AE,Caught Behind,406000,147696275.0
Sports,IN,Cricket SuperFans,2060000,200847880.0
Entertainment,IN,Telly Tashan,1740000,114471308.0
People & Blogs,IN,Lakhneet Vlogs,10900000,5959941566.0
News & Politics,IN,Gabruu,428000,83323126.0
Music,IN,123Musix,850000,672843668.0
People & Blogs,IN,Wanderers Hub,9400000,3000242640.0
Howto & Style,IN,Jannat Zubair Rahmani,6360000,1421525345.0
Music,IN,Saregama Tamil,8220000,4432989533.0
Entertainment,IN,Netflix India,25100000,10979946836.0
People & Blogs,IN,Star Maa,11300000,15224768852.0
Entertainment,IN,urmila,1720000,366099736.0
Entertainment,IN,Online Malayali Entertainments,340000,200116587.0
Entertainment,IN,Colors TV,77300000,76154160854.0
Entertainment,IN,Kaarthik Shankar,1590000,268923075.0
Entertainment,IN,Marathi Tech Update,1370000,182063459.0
News & Politics,IN,TV5 Kannada,2380000,1281064045.0
Sports,IN,Aakash Chopra,4710000,1318853899.0
Entertainment,IN,Aditi Sharma,3680000,1127842666.0
People & Blogs,IN,Gayathri From Aminjikarai,1500000,673057325.0
Entertainment,IN,Hoichoi,2520000,583339264.0
Music,IN,Hansraj Raghuwanshi,13100000,2795925719.0
Music,IN,Khesari Music World,10100000,3791745196.0
News & Politics,IN,The Hindu,1560000,265566606.0
Entertainment,IN,Nilanjana Dhar,2940000,588759624.0
Autos & Vehicles,IN,PowerDrift,2920000,949053260.0
Music,US,FUERZA REGIDA,4400000,6116173894.0
News & Politics,US,KHON2 News,297000,278547307.0
Sports,US,CBS Sports Golazo - Asia,23200,14991975.0
Entertainment,US,Louie's Life,2750000,349069043.0
Sports,US,NBC Sports,4720000,4412091159.0
Sports,US,On3,207000,55936587.0
Sports,US,WWE on USA,647000,400627442.0
Sports,US,Autumn Nations Series,106000,56670698.0
Sports,US,Netflix Sports,2150000,12692602.0
Music,MX,Tito Double P,828000,1076667838.0
Music,US,On The Radar Radio,1050000,298188124.0
Music,US,Grupo Frontera,4040000,5539321656.0
Music,US,Neutro Shorty,2990000,1461553113.0
Music,CO,ElaTaubertVEVO,6350,130579702.0
Music,US,BossMan Dlow,787000,603187745.0
News & Politics,US,WPLG Local 10,935000,1015479652.0
